Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Unnamed: 48,Normalized Value (nM),Log10 Value (nM),Potencia
CHEMBL1261,CITRIC ACID,4.0,192.12,0.0,-1.25,Citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,EC50,=',74.0,ug.mL-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385175.932,5.586,Baja
CHEMBL4173167,,,332.43,1.0,5.09,12,CCCC/C(CC)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1560000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.56,,1560000.0,6.193,Baja
CHEMBL4162482,,,346.46,1.0,5.48,13,CCCCCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1240000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.24,,1240000.0,6.093,Baja
CHEMBL4164415,,,330.41,0.0,4.84,17,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,EC50,'=',1230000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.23,,1230000.0,6.09,Baja
CHEMBL4169354,,,318.4,0.0,4.7,9,CCCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1460000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.46,,1460000.0,6.164,Baja
CHEMBL4165922,,,346.46,1.0,5.48,11,CCCCC/C(CC)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1470000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.47,,1470000.0,6.167,Baja
CHEMBL399764,,,302.36,0.0,4.06,14,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCC3)n2)c1,EC50,'=',1340000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.34,,1340000.0,6.127,Baja
CHEMBL4162473,,,304.38,0.0,4.31,5,CCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1200000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.2,,1200000.0,6.079,Baja
CHEMBL4163420,,,344.44,1.0,5.23,18,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCCCC3)n2)c1,EC50,'=',1220000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.22,,1220000.0,6.086,Baja
CHEMBL4176538,,,318.4,0.0,4.7,10,CCC/C(CC)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1250000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.25,,1250000.0,6.097,Baja
CHEMBL4159091,,,316.39,0.0,4.45,15,O=[N+]([O-])c1cccc(-c2csc(NN=C3CCCCC3)n2)c1,EC50,'=',1430000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.43,,1430000.0,6.155,Baja
CHEMBL4172739,,,318.4,0.0,4.55,7,C/C(CC(C)C)=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1130000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.13,,1130000.0,6.053,Baja
CHEMBL4161431,,,316.39,0.0,4.47,8,C=CCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1150000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.15,,1150000.0,6.061,Baja
CHEMBL4170390,,,290.35,0.0,3.92,4,CC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1650000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.65,,1650000.0,6.217,Baja
CHEMBL4166872,,,344.44,1.0,5.09,20,C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CCCCC1,EC50,'=',1190000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.19,,1190000.0,6.076,Baja
CHEMBL4162060,,,304.38,0.0,4.31,6,CCC(CC)=NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1100000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.1,,1100000.0,6.041,Baja
CHEMBL4174116,,,302.36,0.0,3.92,19,C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1,EC50,'=',1470000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.47,,1470000.0,6.167,Baja
CHEMBL4175062,,,330.41,0.0,4.7,16,CC1CCC(=NNc2nc(-c3cccc([N+](=O)[O-])c3)cs2)CC1,EC50,'=',1130000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.13,,1130000.0,6.053,Baja
CHEMBL3263526,,,276.32,0.0,3.53,3,CC(C)=NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1,EC50,'=',1750000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.75,,1750000.0,6.243,Baja
CHEMBL153,TROLOX,,250.29,0.0,2.49,Trolox,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,EC50,'=',1130000.0,nM,,Outside typical range,,UO_0000065,,,,,0.0,CHEMBL4141662,Antioxidant activity assessed as total antioxidant capacity after 90 mins by phosphomolybdenum method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL4138155,1,Scientific Literature,Eur J Med Chem,2018,,,,,1.13,,1130000.0,6.053,Baja
CHEMBL196,ASCORBIC ACID,,176.12,,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,EC50,=,15700.0,nM,4.8,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,15.7,,15700.0,4.196,Alta
CHEMBL1797808,,,334.37,,4.32,,CC(=O)O/C(C(=O)/C=C/c1ccccc1)=C(O)\C=C\c1ccccc1,EC50,=,47800.0,nM,4.32,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,47.8,,47800.0,4.679,Media
CHEMBL1797807,,,394.42,,4.33,,COc1ccc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2ccc(OC)cc2)cc1,EC50,=,32800.0,nM,4.48,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,32.8,,32800.0,4.516,Media
CHEMBL1797806,,,366.37,,3.73,,CC(=O)O/C(C(=O)/C=C/c1ccc(O)cc1)=C(O)\C=C\c1ccc(O)cc1,EC50,=,26300.0,nM,4.58,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,26.3,,26300.0,4.42,Media
CHEMBL1797805,,,458.42,,3.15,,COc1cc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O,EC50,=,2900.0,nM,5.54,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,2.9,,2900.0,3.462,Alta
CHEMBL1797804,,,514.53,,4.37,,COc1cc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,EC50,=,27400.0,nM,4.56,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,27.4,,27400.0,4.438,Media
CHEMBL1797803,,,454.48,,4.35,,COc1ccc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,EC50,=,22100.0,nM,4.66,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,22.1,,22100.0,4.344,Alta
CHEMBL1797802,,,426.42,,3.74,,COc1cc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,EC50,=,8700.0,nM,5.06,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,8.7,,8700.0,3.94,Alta
CHEMBL1797801,,,516.64,,5.84,,CCOC(=S)S/C(C(=O)/C=C/c1ccc(OC)c(OC)c1)=C(O)\C=C\c1ccc(OC)c(OC)c1,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL1797800,,,426.47,,4.43,,CO/C(C(=O)/C=C/c1ccc(OC)c(OC)c1)=C(O)\C=C\c1ccc(OC)c(OC)c1,EC50,=,75500.0,nM,4.12,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,75.5,,75500.0,4.878,Media
CHEMBL1797799,,,436.5,,5.4,,C=CC/C(C(=O)/C=C/c1ccc(OC)c(OC)c1)=C(O)\C=C\c1ccc(OC)c(OC)c1,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL1797798,,,410.47,,4.85,,COc1ccc(/C=C/C(=O)/C(C)=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL1797797,,,488.58,,5.23,,CCOC(=S)S/C(C(=O)/C=C/c1ccc(O)c(OC)c1)=C(O)\C=C\c1ccc(O)c(OC)c1,EC50,=,29700.0,nM,4.53,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,29.7,,29700.0,4.473,Media
CHEMBL1797796,,,398.41,,3.83,,CO/C(C(=O)/C=C/c1ccc(O)c(OC)c1)=C(O)\C=C\c1ccc(O)c(OC)c1,EC50,=,30300.0,nM,4.52,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,30.3,,30300.0,4.481,Media
CHEMBL1797795,,,408.45,,4.8,,C=CC/C(C(=O)/C=C/c1ccc(O)c(OC)c1)=C(O)\C=C\c1ccc(O)c(OC)c1,EC50,=,23200.0,nM,4.63,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,23.2,,23200.0,4.365,Alta
CHEMBL1797794,,,382.41,,4.24,,COc1cc(/C=C/C(=O)/C(C)=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,EC50,=,23200.0,nM,4.63,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,23.2,,23200.0,4.365,Alta
CHEMBL129913,,,276.33,,4.42,,O=C(/C=C(O)/C=C/c1ccccc1)/C=C/c1ccccc1,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL454662,,,336.39,,4.44,,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)cc2)cc1,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL105350,BISDEMETHOXYCURCUMIN,,308.33,,3.35,,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,EC50,>,100000.0,nM,,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,100.0,,100000.0,5.0,Media
CHEMBL1797793,,,400.38,,3.26,,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O,EC50,=,11300.0,nM,4.95,,,UO_0000065,,,,,,CHEMBL1798576,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1795345,1,,Bioorg Med Chem,2011,,,,,11.3,,11300.0,4.053,Alta
CHEMBL242080,E319,,166.22,,2.4,,CC(C)(C)c1cc(O)ccc1O,EC50,=,36000.0,nM,4.44,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,36.0,,36000.0,4.556,Media
CHEMBL2396683,,,256.26,,2.65,,COc1ccc(O)cc1-c1nc2cc(O)ccc2[nH]1,EC50,=,23000.0,nM,4.64,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,23.0,,23000.0,4.362,Alta
CHEMBL2396684,,,256.26,,2.65,,COc1cc(O)ccc1-c1nc2cc(O)ccc2[nH]1,EC50,=,27000.0,nM,4.57,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,27.0,,27000.0,4.431,Media
CHEMBL2396685,,,270.29,,2.95,,COc1ccc(-c2nc3cc(O)ccc3[nH]2)c(OC)c1,EC50,=,32000.0,nM,4.5,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,32.0,,32000.0,4.505,Media
CHEMBL2396701,,,242.23,,2.35,,Oc1cc(O)cc(-c2nc3cc(O)ccc3[nH]2)c1,EC50,=,26000.0,nM,4.58,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,26.0,,26000.0,4.415,Media
CHEMBL2396700,,,242.23,,2.35,,Oc1ccc2[nH]c(-c3ccc(O)c(O)c3)nc2c1,EC50,=,33000.0,nM,4.48,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,33.0,,33000.0,4.519,Media
CHEMBL2396699,,,226.24,,2.64,,Oc1ccc(-c2nc3cc(O)ccc3[nH]2)cc1,EC50,=,34000.0,nM,4.47,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,34.0,,34000.0,4.531,Media
CHEMBL2396698,,,226.24,,2.64,,Oc1cccc(-c2nc3cc(O)ccc3[nH]2)c1,EC50,=,40000.0,nM,4.4,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,40.0,,40000.0,4.602,Media
CHEMBL2396697,,,226.24,,2.64,,Oc1ccc2[nH]c(-c3ccccc3O)nc2c1,EC50,=,30000.0,nM,4.52,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,30.0,,30000.0,4.477,Media
CHEMBL2396656,,,210.24,,2.94,,Oc1ccc2[nH]c(-c3ccccc3)nc2c1,EC50,=,42000.0,nM,4.38,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,42.0,,42000.0,4.623,Media
CHEMBL2396696,,,284.31,,3.26,,COc1ccc(OC)c(-c2nc3cc(OC)ccc3[nH]2)c1,EC50,>,200000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,200.0,,200000.0,5.301,Baja
CHEMBL2396695,,,284.31,,3.26,,COc1ccc(-c2nc3cc(OC)ccc3[nH]2)c(OC)c1,EC50,>,200000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,200.0,,200000.0,5.301,Baja
CHEMBL2396694,,,284.31,,3.26,,COc1cc(OC)cc(-c2nc3cc(OC)ccc3[nH]2)c1,EC50,>,200000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,200.0,,200000.0,5.301,Baja
CHEMBL2396693,,,284.31,,3.26,,COc1ccc2[nH]c(-c3ccc(OC)c(OC)c3)nc2c1,EC50,>,200000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,200.0,,200000.0,5.301,Baja
CHEMBL2396692,,,270.29,,2.95,,COc1ccc2[nH]c(-c3ccc(O)c(OC)c3)nc2c1,EC50,=,58000.0,nM,4.24,,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,58.0,,58000.0,4.763,Media
CHEMBL2396691,,,256.26,,2.65,,COc1ccc2[nH]c(-c3ccc(O)cc3O)nc2c1,EC50,=,129000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL2400447,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL2396641,1,,Bioorg Med Chem Lett,2013,,,,,129.0,,129000.0,5.111,Media
