Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Unnamed: 48,Normalized Value (nM),Log10 Value (nM),Potencia
CHEMBL3093466,,,210.23,,1.59,,CCC(=O)OCCc1ccc(O)c(O)c1,EC50,=,0.56,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,0.56,,2663.749,3.425,Alta
CHEMBL3093465,,,196.2,,1.2,,CC(=O)OCCc1ccc(O)c(O)c1,EC50,=,0.57,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,0.57,,2905.199,3.463,Alta
CHEMBL3093464,,,238.28,,2.37,,CCCCOC(=O)CCc1ccc(O)c(O)c1,EC50,=,58.9,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,58.9,,247188.182,5.393,Baja
CHEMBL3093472,,,224.26,,1.98,,CCCOC(=O)CCc1ccc(O)c(O)c1,EC50,=,89.65,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,89.65,,399759.208,5.602,Baja
CHEMBL3093471,,,210.23,,1.59,,CCOC(=O)CCc1ccc(O)c(O)c1,EC50,=,136.7,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,136.7,,650240.213,5.813,Baja
CHEMBL3093470,,,196.2,,1.2,,COC(=O)CCc1ccc(O)c(O)c1,EC50,=,161.9,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,161.9,,825178.389,5.917,Baja
CHEMBL136927,DIHYDROCAFFEIC ACID,,182.18,,1.11,,O=C(O)CCc1ccc(O)c(O)c1,EC50,=,61.29,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3096925,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3091354,1,,Bioorg Med Chem,2013,,,,,61.29,,336425.513,5.527,Baja
CHEMBL1261,CITRIC ACID,,192.12,,-1.25,,O=C(O)CC(O)(CC(=O)O)C(=O)O,EC50,=,0.074,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.074,,385.176,2.586,Alta
CHEMBL858,EDETIC ACID,,292.24,,-2.07,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,EC50,=,3.4e-05,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.034,,0.116,-0.936,Alta
CHEMBL2237412,,,262.26,,1.19,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,EC50,=,0.79,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.79,,3012.278,3.479,Alta
CHEMBL2237411,,,292.29,,1.2,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,EC50,=,0.9,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.9,,3079.134,3.488,Alta
CHEMBL2237410,,,276.29,,1.5,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,EC50,=,1.92,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.92,,6949.22,3.842,Alta
CHEMBL2398410,,,291.26,,1.4,,COC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,EC50,=,1.6,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.6,,5493.374,3.74,Alta
CHEMBL378241,,,291.26,,1.4,,COC(=O)C1=C(C)NC(=O)NC1c1ccc([N+](=O)[O-])cc1,EC50,=,1.71,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.71,,5871.043,3.769,Alta
CHEMBL1334361,,,246.27,,1.49,,COC(=O)C1=C(C)NC(=O)NC1c1ccccc1,EC50,=,2.23,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,2.23,,9055.102,3.957,Alta
CHEMBL217188,,,276.29,,1.58,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,EC50,=,0.89,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.89,,3221.253,3.508,Alta
CHEMBL2013078,,,306.32,,1.59,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,EC50,=,0.88,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,0.88,,2872.813,3.458,Alta
CHEMBL385187,,,290.32,,1.89,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,EC50,=,1.55,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.55,,5338.936,3.727,Alta
CHEMBL327620,,,305.29,,1.79,,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,EC50,=,1.16,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.16,,3799.666,3.58,Alta
CHEMBL377528,,,305.29,,1.79,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc([N+](=O)[O-])cc1,EC50,=,1.86,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.86,,6092.568,3.785,Alta
CHEMBL507603,,,260.29,,1.88,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,EC50,=,1.04,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062156,Antioxidant activity assessed as Fe2+ chelating activity after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,1.04,,3995.543,3.602,Alta
CHEMBL206452,CATECHIN,,290.27,,1.55,,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,EC50,=,10.0,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,10.0,,34450.684,4.537,Media
CHEMBL288114,GALLIC ACID,,170.12,,0.5,,O=C(O)c1cc(O)c(O)c(O)c1,EC50,=,5.25,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,5.25,,30860.569,4.489,Media
CHEMBL146,BUTYLATED HYDROXYTOLUENE,,220.36,,4.3,,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,EC50,=,20.0,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,20.0,,90760.574,4.958,Media
CHEMBL2237412,,,262.26,,1.19,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,EC50,=,67.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,67.0,,255471.669,5.407,Baja
CHEMBL2237411,,,292.29,,1.2,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,EC50,=,57.14,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,57.14,,195490.78,5.291,Baja
CHEMBL2237410,,,276.29,,1.5,,COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,EC50,=,206.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,206.0,,745593.398,5.873,Baja
CHEMBL2398410,,,291.26,,1.4,,COC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,EC50,=,126.35,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,126.35,,433804.848,5.637,Baja
CHEMBL378241,,,291.26,,1.4,,COC(=O)C1=C(C)NC(=O)NC1c1ccc([N+](=O)[O-])cc1,EC50,=,170.02,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,170.02,,583739.614,5.766,Baja
CHEMBL1334361,,,246.27,,1.49,,COC(=O)C1=C(C)NC(=O)NC1c1ccccc1,EC50,=,97.56,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,97.56,,396150.566,5.598,Baja
CHEMBL217188,,,276.29,,1.58,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)cc1,EC50,=,61.4,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,61.4,,222230.265,5.347,Baja
CHEMBL2013078,,,306.32,,1.59,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,EC50,=,49.38,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,49.38,,161203.97,5.207,Media
CHEMBL385187,,,290.32,,1.89,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1,EC50,=,171.12,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,171.12,,589418.573,5.77,Baja
CHEMBL327620,,,305.29,,1.79,,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc([N+](=O)[O-])c1,EC50,=,339.06,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,339.06,,1110616.135,6.046,Baja
CHEMBL377528,,,305.29,,1.79,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc([N+](=O)[O-])cc1,EC50,=,238.09,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,238.09,,779881.424,5.892,Baja
CHEMBL507603,,,260.29,,1.88,,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,EC50,=,158.9,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3062158,Antioxidant activity in phosphate buffer at pH 6.6 assessed as reducing power measuring conversion of potassium ferricyanide to ferrous form after 10 min by spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045002,1,,Med Chem Res,2012,,,,,158.9,,610472.934,5.786,Baja
CHEMBL83527,PTEROSTILBENE,,256.3,,3.58,,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,EC50,=,1220.0,nM,5.91,,,UO_0000065,,,,,,CHEMBL3056585,Antioxidant activity assessed as decrease in initial quantity of DPPH measured up to 6 hr by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,1.22,,1220.0,3.086,Alta
CHEMBL291501,RESVERATROL 4'-METHYL ETHER,,242.27,,3.28,,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,EC50,=,2400.0,nM,5.62,,,UO_0000065,,,,,,CHEMBL3056585,Antioxidant activity assessed as decrease in initial quantity of DPPH measured up to 6 hr by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,2.4,,2400.0,3.38,Alta
CHEMBL87333,CIS-RESVERATROL,,228.25,,2.97,,Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,EC50,=,1100.0,nM,5.96,,,UO_0000065,,,,,,CHEMBL3056585,Antioxidant activity assessed as decrease in initial quantity of DPPH measured up to 6 hr by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,1.1,,1100.0,3.041,Alta
CHEMBL165,RESVERATROL,,228.25,,2.97,,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,EC50,=,770.0,nM,6.11,,,UO_0000065,,,,,,CHEMBL3056585,Antioxidant activity assessed as decrease in initial quantity of DPPH measured up to 6 hr by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,0.77,,770.0,2.886,Alta
CHEMBL83527,PTEROSTILBENE,,256.3,,3.58,,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,EC50,=,355000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL3054616,Antioxidant activity in Rattus norvegicus Wistar (rat) liver microsomes assessed as inhibition of Fe2+/ascorbate-induced lipid peroxidation incubated for 10 min prior to Fe2+/ascorbate induction measured after 60 min by TBARS assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2367428,Liver microsome,Rattus norvegicus,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,355.0,,355000.0,5.55,Baja
CHEMBL291501,RESVERATROL 4'-METHYL ETHER,,242.27,,3.28,,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,EC50,=,661000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL3054616,Antioxidant activity in Rattus norvegicus Wistar (rat) liver microsomes assessed as inhibition of Fe2+/ascorbate-induced lipid peroxidation incubated for 10 min prior to Fe2+/ascorbate induction measured after 60 min by TBARS assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2367428,Liver microsome,Rattus norvegicus,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,661.0,,661000.0,5.82,Baja
CHEMBL87333,CIS-RESVERATROL,,228.25,,2.97,,Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,EC50,=,241000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL3054616,Antioxidant activity in Rattus norvegicus Wistar (rat) liver microsomes assessed as inhibition of Fe2+/ascorbate-induced lipid peroxidation incubated for 10 min prior to Fe2+/ascorbate induction measured after 60 min by TBARS assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2367428,Liver microsome,Rattus norvegicus,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,241.0,,241000.0,5.382,Baja
CHEMBL165,RESVERATROL,,228.25,,2.97,,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,EC50,=,135000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL3054616,Antioxidant activity in Rattus norvegicus Wistar (rat) liver microsomes assessed as inhibition of Fe2+/ascorbate-induced lipid peroxidation incubated for 10 min prior to Fe2+/ascorbate induction measured after 60 min by TBARS assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2367428,Liver microsome,Rattus norvegicus,,CHEMBL3045624,1,,Med Chem Res,2010,,,,,135.0,,135000.0,5.13,Media
CHEMBL196,ASCORBIC ACID,,176.12,,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,EC50,=,40.0,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3071345,Antioxidant activity assessed as DPPH radical scavenging activity after 30 min by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3044552,1,,Med Chem Res,2013,,,,,40.0,,227117.874,5.356,Baja
CHEMBL2298863,,,496.95,,4.36,,O=C(NCC(=O)N1c2ccccc2Sc2ccccc21)NN1C(=O)C(Cl)C1c1cccc(F)c1,EC50,=,47.0,ug.mL-1,,,,UO_0000274,,,,,,CHEMBL3071345,Antioxidant activity assessed as DPPH radical scavenging activity after 30 min by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3044552,1,,Med Chem Res,2013,,,,,47.0,,94576.919,4.976,Media
CHEMBL2298866,,,513.41,,4.87,,O=C(NCC(=O)N1c2ccccc2Sc2ccccc21)NN1C(=O)C(Cl)C1c1ccc(Cl)cc1,EC50,=,56.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3071345,Antioxidant activity assessed as DPPH radical scavenging activity after 30 min by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3044552,1,,Med Chem Res,2013,,,,,56.0,,109074.619,5.038,Media
CHEMBL2298867,,,513.41,,4.87,,O=C(NCC(=O)N1c2ccccc2Sc2ccccc21)NN1C(=O)C(Cl)C1c1ccccc1Cl,EC50,=,57.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3071345,Antioxidant activity assessed as DPPH radical scavenging activity after 30 min by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3044552,1,,Med Chem Res,2013,,,,,57.0,,111022.38,5.045,Media
CHEMBL2298871,,,522.03,,4.29,,CN(C)c1ccc(C2C(Cl)C(=O)N2NC(=O)NCC(=O)N2c3ccccc3Sc3ccccc32)cc1,EC50,=,55.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,,CHEMBL3071345,Antioxidant activity assessed as DPPH radical scavenging activity after 30 min by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3044552,1,,Med Chem Res,2013,,,,,55.0,,105357.93,5.023,Media
CHEMBL3233935,,,423.47,,2.29,,O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2cc(O)c(O)cc2[nH]c1=O,EC50,=,12200.0,nM,4.91,,,UO_0000065,,,,,,CHEMBL3243768,Antioxidant activity assessed as DPPH radical scavenging activity after 2 hrs by absorbance analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232950,1,,Bioorg Med Chem,2014,,,,,12.2,,12200.0,4.086,Alta
CHEMBL3233937,,,437.5,,2.3,,Cn1c(=O)c(C(=O)NCC2CCN(Cc3ccccc3)CC2)c(O)c2cc(O)c(O)cc21,EC50,=,21700.0,nM,4.66,,,UO_0000065,,,,,,CHEMBL3243768,Antioxidant activity assessed as DPPH radical scavenging activity after 2 hrs by absorbance analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232950,1,,Bioorg Med Chem,2014,,,,,21.7,,21700.0,4.336,Alta
CHEMBL3233939,,,550.06,,3.81,,Cl.O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2cc(O)c(O)cc2n(Cc2ccccc2)c1=O,EC50,=,20800.0,nM,4.68,,,UO_0000065,,,,,,CHEMBL3243768,Antioxidant activity assessed as DPPH radical scavenging activity after 2 hrs by absorbance analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232950,1,,Bioorg Med Chem,2014,,,,,20.8,,20800.0,4.318,Alta
CHEMBL3233940,,,557.65,,4.12,,COc1cc(Cn2c(=O)c(C(=O)NCC3CCN(Cc4ccccc4)CC3)c(O)c3ccccc32)cc(OC)c1O,EC50,=,90500.0,nM,4.04,,,UO_0000065,,,,,,CHEMBL3243768,Antioxidant activity assessed as DPPH radical scavenging activity after 2 hrs by absorbance analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232950,1,,Bioorg Med Chem,2014,,,,,90.5,,90500.0,4.957,Media
CHEMBL3233941,,,529.59,,3.51,,O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2ccccc2n(Cc2cc(O)c(O)c(O)c2)c1=O,EC50,=,107000.0,nM,,Outside typical range,,UO_0000065,,,,,,CHEMBL3243768,Antioxidant activity assessed as DPPH radical scavenging activity after 2 hrs by absorbance analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232950,1,,Bioorg Med Chem,2014,,,,,107.0,,107000.0,5.029,Media
