Smiles,Log10 Value (nM),Category,subcategoria_nombre
CO[C@@H]1OC(=O)C(Cc2ccc(O)c(CC=C(C)C)c2)=C1c1ccc(O)cc1,5.301,Alto,Rango Inferior Medio - Potencia
O=C1OCC(O)=C1c1cccc(C(F)(F)F)c1,5.041,Alto,Rango Superior Medio - Potencia
CC1(C)C(O)c2ccccc2C=[N+]1[O-],6.74,Alto,Valores Bajos - Potencia
NCCc1c[nH]c2ccccc12,5.834,Alto,Valores Bajos - Potencia
CC(=O)c1c2c(c3ccccc3c1O)O[C@H]1OCCC[C@@H]21,5.546,Alto,Rango Inferior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1cc(OC)cc(-c2cc(=O)c3ccccc3o2)c1,5.151,Alto,Rango Superior Medio - Potencia
COc1ccc(C(C)=O)c(O)c1,6.763,Alto,Valores Bajos - Potencia
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,6.441,Alto,Valores Bajos - Potencia
CN(C)c1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1,5.118,Alto,Rango Superior Medio - Potencia
CSc1nc(-c2ccccc2O)c(C#N)c(=O)n1C,5.327,Alto,Rango Inferior Medio - Potencia
Cc1n[nH]c2c1C(c1ccccc1Cl)C(C#N)=C(N)O2,5.017,Alto,Rango Superior Medio - Potencia
Oc1[nH]nc2c1C(c1ccccc1)CC(c1ccccc1)=C2,5.306,Alto,Rango Inferior Medio - Potencia
[O-][N+]1=Cc2ccccc2C(O)C12CCCCC2,5.732,Alto,Valores Bajos - Potencia
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccco1,5.323,Alto,Rango Inferior Medio - Potencia
CCOc1cc(OC)ccc1C(C)=O,6.82,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
O=C(CN1CCN(c2ccccc2)CC1)Nc1nc2ccccc2[nH]1,5.693,Alto,Rango Inferior Medio - Potencia
Cc1c([C@H](C)[C@@H](C)O)cc(O)c(C(=O)O)c1O,5.901,Alto,Valores Bajos - Potencia
Sc1nnc(-c2cnccn2)n1/N=C/c1ccc(Cl)cc1Cl,4.91,Alto,Valores Altos - Potencia
C/C(=N\N=C1/SCC(=O)N1Cc1cccc(Cl)c1)c1ccccn1,6.699,Alto,Valores Bajos - Potencia
CCOc1cc(OC)ccc1C(C)=O,6.82,Alto,Valores Bajos - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,6.751,Alto,Valores Bajos - Potencia
Nc1nc(N2CCN(c3ccccc3)CC2)sc1C(=O)c1cc2ccccc2oc1=O,4.947,Alto,Valores Altos - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.906,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)c2cc3cc(O)ccc3oc2=O)cc(OC)c1OC,5.255,Alto,Rango Inferior Medio - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4cc(O)cc(O)c4)cc3)[nH]c12,4.954,Alto,Valores Altos - Potencia
CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,5.505,Alto,Rango Inferior Medio - Potencia
O=c1oc(-c2ccccc2)nn1CCCCN1CCN(C2CCCCC2)CC1,5.256,Alto,Rango Inferior Medio - Potencia
COc1cc(C(O)C(CO)Oc2c(OC)cc([C@@H]3OC[C@@H]4C(=O)OC[C@@H]43)cc2OC)ccc1O,4.857,Alto,Valores Altos - Potencia
CC(=O)c1ccccc1O,8.19,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)ccc1O,7.978,Alto,Valores Bajos - Potencia
CCOC(=O)CNC(=O)/C=C/c1ccc(O)c(O)c1,5.531,Alto,Rango Inferior Medio - Potencia
O=C(c1ccccc1)c1ccc2c(c1)nc1s/c(=C\c3ccc(F)cc3)c(=O)n12,5.127,Alto,Rango Superior Medio - Potencia
CC1=NN(C(=O)c2cc3ccccc3oc2=O)C(=O)C1CNc1ccc(C(=O)O)cc1,8.568,Alto,Valores Bajos - Potencia
O=C1c2ccccc2C=[N+]([O-])C12CCCC2,5.196,Alto,Rango Superior Medio - Potencia
CN1CC(O)(c2ccc(-c3ccccc3)cc2)OC2CCCCC21,5.602,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.13,Alto,Valores Bajos - Potencia
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,5.351,Alto,Rango Inferior Medio - Potencia
O=C(NN=C1CC(c2ccccc2)NC(c2ccccc2)C1)c1ccccc1,5.377,Alto,Rango Inferior Medio - Potencia
O=c1[nH]c2ccccc2cc1/C=N/c1ccc(O)cc1,4.964,Alto,Valores Altos - Potencia
CCOC(=O)CNC(=O)/C=C/c1ccc(O)cc1,5.301,Alto,Rango Inferior Medio - Potencia
COc1ccc(CC(=O)c2cc(O)c(O)cc2O)cc1,4.834,Alto,Valores Altos - Potencia
COc1cc([C@@H]2c3cc(OC)c(O)cc3C=C(C)[C@H]2C)ccc1O,4.921,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,6.683,Alto,Valores Bajos - Potencia
Nc1nc(N2CCN(c3ccccc3)CC2)sc1C(=O)c1cc2ccccc2oc1=O,4.947,Alto,Valores Altos - Potencia
CCOC(c1ccc(O)c(OC)c1)C(O)CO,5.121,Alto,Rango Superior Medio - Potencia
CCOc1ccccc1NC(=O)C1Cc2cc(OC)c(OC)cc2C1=O,5.253,Alto,Rango Inferior Medio - Potencia
Cc1ccccc1C1C(C#N)=C(N)OC(c2c[nH]c3ccccc23)=C1C#N,6.59,Alto,Valores Bajos - Potencia
CN1CC(O)(c2ccc(-c3ccccc3)cc2)Sc2ccccc21,4.919,Alto,Valores Altos - Potencia
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,5.398,Alto,Rango Inferior Medio - Potencia
Oc1ccc(-c2cc3cc(Br)cc(O)c3o2)cc1,5.0,Alto,Rango Superior Medio - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c1,4.976,Alto,Rango Superior Medio - Potencia
COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,5.504,Alto,Rango Inferior Medio - Potencia
N/N=C/c1cc2ccccc2[nH]c1=O,5.863,Alto,Valores Bajos - Potencia
CN(C)c1ccc(/C=C2\Oc3ccc(O)cc3C2=O)cc1,5.358,Alto,Rango Inferior Medio - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3cnccn3)o1)O2,4.866,Alto,Valores Altos - Potencia
O=c1[nH]c2ccccc2cc1/C=N/Nc1ccccc1,4.884,Alto,Valores Altos - Potencia
CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(c4ccc(Cl)cc4)C(=O)[C@H]3ON12,6.683,Alto,Valores Bajos - Potencia
O=C(CCCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc(Cl)cc1,8.548,Alto,Valores Bajos - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)ccc1O,4.933,Alto,Valores Altos - Potencia
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.903,Alto,Valores Altos - Potencia
Nc1nc(N2CCCCC2)sc1C(=O)c1cc2cc(Br)ccc2oc1=O,5.031,Alto,Rango Superior Medio - Potencia
Oc1ccc(-c2cc3cccc(Cl)c3o2)cc1,4.83,Alto,Valores Altos - Potencia
COc1ccc(CC(=O)c2ccc(O)c(O)c2)cc1OC,6.176,Alto,Valores Bajos - Potencia
Cc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1,6.655,Alto,Valores Bajos - Potencia
O=C(O)c1cc(O)c(O)c(O)c1,4.892,Alto,Valores Altos - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
Cc1cccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1,5.744,Alto,Valores Bajos - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,6.751,Alto,Valores Bajos - Potencia
NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2cccs2)cc1,5.176,Alto,Rango Superior Medio - Potencia
O=C(/C=C/c1ccccc1)c1ccc(O)cc1O,5.294,Alto,Rango Inferior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
CN(C)c1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1,5.118,Alto,Rango Superior Medio - Potencia
Oc1ccc(/C=N/c2ccc(OCc3ccccc3)cc2)c(O)c1,5.301,Alto,Rango Inferior Medio - Potencia
C=CCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,6.083,Alto,Valores Bajos - Potencia
NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)cc1,5.67,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=N/c2cc(C(C)(C)C)c(O)cc2C)cc1OC,4.828,Alto,Valores Altos - Potencia
COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,4.944,Alto,Valores Altos - Potencia
COC(=O)[C@H](CS)NC(=O)/C=C/c1ccccc1O,5.176,Alto,Rango Superior Medio - Potencia
COc1cc(O)c(C(=O)Cc2ccccc2)cc1O,4.909,Alto,Valores Altos - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)ccc1O,7.978,Alto,Valores Bajos - Potencia
N#CC1=C(N)OC(c2c[nH]c3ccccc23)=C(C#N)C1c1ccccc1Cl,6.098,Alto,Valores Bajos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3cccc(Cl)c3)o1)O2,4.928,Alto,Valores Altos - Potencia
CCOc1ccc2nc(S)sc2c1,4.946,Alto,Valores Altos - Potencia
c1cc2c3c(c1)OCC(c1ccc4c(c1)OCO4)N3CCC2,4.894,Alto,Valores Altos - Potencia
O=C1O/C(=C\c2ccc(O)cc2)C(O)=C1c1ccc(O)cc1,5.025,Alto,Rango Superior Medio - Potencia
Cc1cccc(/C=N/NC(=O)c2ccc(-c3nc4cccc(C)c4[nH]3)cc2)c1,5.176,Alto,Rango Superior Medio - Potencia
Cc1cccc2c3c([nH]c12)C1=C(C#N)C(=O)NC1(C1C(=O)c2cccc4cccc1c24)CC3,5.367,Alto,Rango Inferior Medio - Potencia
NS(=O)(=O)c1ccc(-n2c(SCC(=O)NN3CCOCC3)nc3ccccc3c2=O)cc1,4.822,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.881,Alto,Valores Altos - Potencia
COc1c(-c2ccc(C#N)cc2)c(C)nn1-c1ccccc1,5.162,Alto,Rango Superior Medio - Potencia
COc1cc(/C=C/C(=O)C(=Cc2ccc(O)c(O)c2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,7.015,Alto,Valores Bajos - Potencia
COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,4.881,Alto,Valores Altos - Potencia
COc1cc(C2CC(=NOC(=O)c3ccc(F)cc3)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,5.149,Alto,Rango Superior Medio - Potencia
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,5.078,Alto,Rango Superior Medio - Potencia
CCc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1,5.276,Alto,Rango Inferior Medio - Potencia
COc1cc2c(cc1C)c(OC)cc1cc(C)c(=O)cc(OC)c12,5.489,Alto,Rango Inferior Medio - Potencia
O=c1[nH]c2ccccc2cc1/C=N/CCO,6.52,Alto,Valores Bajos - Potencia
O=c1c2ccccc2oc2cccc(-c3ccc(O)c(O)c3)c12,5.199,Alto,Rango Superior Medio - Potencia
O=c1[nH]c2ccccc2cc1/C=N/O,6.304,Alto,Valores Bajos - Potencia
COc1c(C(=O)NCc2ccccc2)c(C)nn1-c1ccccc1,4.866,Alto,Valores Altos - Potencia
O=C(O)/C=C/c1ccc(O)cc1,5.0,Alto,Rango Superior Medio - Potencia
COC(=O)[C@H](Cc1cn(C/C=C/c2ccccc2)c2ccccc12)NC(C)=O,4.831,Alto,Valores Altos - Potencia
CCCCCCOc1cc(OC)c(Br)cc1C(C)=O,7.531,Alto,Valores Bajos - Potencia
CCOc1ccc(C2C(C#N)=C(N)Oc3cc(O)ccc32)cc1,5.24,Alto,Rango Inferior Medio - Potencia
O=C(O)CCc1nc(O)c2ccccc2n1,9.041,Alto,Valores Bajos - Potencia
O=c1c2c(O)cccc2oc2cccc(-c3ccc(O)c(O)c3)c12,4.903,Alto,Valores Altos - Potencia
O=C(Cc1ccc(O)cc1)c1ccc(O)cc1O,6.176,Alto,Valores Bajos - Potencia
NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3nccs3)nc3ccccc3c2=O)cc1,5.097,Alto,Rango Superior Medio - Potencia
CC(C)CCn1cc(CCN2C(=O)c3ccccc3C2=O)c2ccccc21,6.012,Alto,Valores Bajos - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4cccnc4)cc3)[nH]c12,5.021,Alto,Rango Superior Medio - Potencia
O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,5.754,Alto,Valores Bajos - Potencia
COc1cc(C[C@H](C)[C@H](C)Cc2ccc3c(c2)OCO3)ccc1O,4.876,Alto,Valores Altos - Potencia
CC(C)c1nccn1CC(=O)c1ccc([N+](=O)[O-])cc1,5.362,Alto,Rango Inferior Medio - Potencia
Br.Oc1ccc(-c2ccc(C3(O)CN4CCCCC4CO3)cc2)cc1,5.127,Alto,Rango Superior Medio - Potencia
Cc1ccc(/C=C/C(=O)c2ccccc2O)cc1,6.015,Alto,Valores Bajos - Potencia
C/C(=N\NC(N)=S)c1nc(-c2ccccc2)[nH]c1C,7.359,Alto,Valores Bajos - Potencia
C/C(=N\N=C1/SCC(=O)N1Cc1ccccc1F)c1cccs1,6.699,Alto,Valores Bajos - Potencia
CO[C@@H]1c2ccc(O)cc2OC[C@]1(O)Cc1ccc(O)cc1,5.059,Alto,Rango Superior Medio - Potencia
Cc1c(/N=N/c2ccc(O)c3ncccc23)c(=O)n(-c2ccccc2)n1C,5.107,Alto,Rango Superior Medio - Potencia
COC(=O)[C@]1(Cc2ccc3c(c2)C[C@@H](O)C(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1,5.13,Alto,Rango Superior Medio - Potencia
CN1CC(O)(c2ccc(-c3ccccc3)cc2)OC2CCCCC21,5.602,Alto,Rango Inferior Medio - Potencia
O=c1cc(O)c2ccc3c(c2o1)[C@@H](O)[C@@H](O)C1(CCCC1)O3,4.99,Alto,Rango Superior Medio - Potencia
CC1(C)C=Cc2c(ccc3cc(C(=O)N/N=C/c4c(O)cc(O)cc4O)oc23)O1,4.909,Alto,Valores Altos - Potencia
O=C(c1ccccc1)c1ccc2c(c1)nc1s/c(=C\c3ccc4c(c3)OCO4)c(=O)n12,5.302,Alto,Rango Inferior Medio - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c1,4.976,Alto,Rango Superior Medio - Potencia
Fc1ccc2c(c1)CCC(c1nnc(C3CCc4cc(F)ccc4O3)o1)O2,4.939,Alto,Valores Altos - Potencia
COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1OC,4.941,Alto,Valores Altos - Potencia
CCN1CCN(CC(=O)Nc2nc3ccccc3[nH]2)CC1,5.638,Alto,Rango Inferior Medio - Potencia
O=C(/C=C/c1ccccc1)c1cccc(NC(=O)c2cc(-c3ccncc3)n[nH]2)c1,4.827,Alto,Valores Altos - Potencia
C/C(=N/Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)C1CC1,6.1,Alto,Valores Bajos - Potencia
COc1ccc(N2C(=O)[C@H]3[C@H](ON4[C@@H]3C(=O)N(C)[C@@]43C[C@H](C)CC[C@H]3C(C)C)C2=O)cc1,6.404,Alto,Valores Bajos - Potencia
CCN(CC)c1ccc2cc(-c3nc4cc(C5=NCCN5)ccc4[nH]3)c(=O)oc2c1.Cl,5.23,Alto,Rango Inferior Medio - Potencia
CCOP(=O)(OCC)C(C)(C)/[N+]([O-])=C/c1c(C)cccc1C,5.544,Alto,Rango Inferior Medio - Potencia
COc1ccc(C2COc3cccc4c3N2CCC4)cc1OC,4.878,Alto,Valores Altos - Potencia
O=C(CCCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc([N+](=O)[O-])cc1,8.431,Alto,Valores Bajos - Potencia
COC(=O)[C@@H](N)Cc1ccc(O)cc1.Cl,6.107,Alto,Valores Bajos - Potencia
O=C1C=C(c2ccc(O)cc2O)C(Cc2ccc(O)cc2)O1,4.977,Alto,Rango Superior Medio - Potencia
CC(=O)N1c2ccccc2Sc2ccc(C3(O)CN(C)C4CCCCC4O3)cc21,5.602,Alto,Rango Inferior Medio - Potencia
CC(=O)N1N=C(c2ccncc2)CC1c1c(-c2ccccc2)[nH]c2ccccc12,5.413,Alto,Rango Inferior Medio - Potencia
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,6.176,Alto,Valores Bajos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
CCCC(=O)CC[C@H]1OC(=O)c2c1cc(OC)c(OC)c2O,5.114,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc1OC,4.908,Alto,Valores Altos - Potencia
O=C(CC1(O)C(=O)Nc2ccc(O)cc21)c1ccc(C(F)(F)F)cc1,4.903,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)O)ccc1O,4.875,Alto,Valores Altos - Potencia
COc1ccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1,5.455,Alto,Rango Inferior Medio - Potencia
COc1ccc(C2CC(c3ccc(OC)c(OC)c3)=Cc3n[nH]c(O)c32)cc1,5.588,Alto,Rango Inferior Medio - Potencia
OC1(c2ccc(-c3ccc(Br)cc3)cc2)CN2CCCCC2CO1,5.143,Alto,Rango Superior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
O=c1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccc(OCc3ccccc3)cc2o1,5.259,Alto,Rango Inferior Medio - Potencia
O=c1cc(/C=N\c2ccc(O)cc2)c2ccc(OCc3ccccc3)cc2o1,5.72,Alto,Valores Bajos - Potencia
O=C(N/N=C/c1ccc(Cl)cc1)c1ccccc1C(=O)c1ccccc1,5.478,Alto,Rango Inferior Medio - Potencia
Oc1cccc(/N=C/C=C/c2ccccc2)c1,5.156,Alto,Rango Superior Medio - Potencia
CC(=O)NC(C)COc1ccccc1,6.0,Alto,Valores Bajos - Potencia
CCOC(=O)c1ccc(N/N=C(\C(=O)O)C(=O)C(F)(F)F)cc1,4.984,Alto,Rango Superior Medio - Potencia
CC(=O)c1cc2ccccc2oc1=S,5.234,Alto,Rango Inferior Medio - Potencia
COc1cc2c(c(OC)c1)-c1[nH]c3ccccc3c1C2,5.099,Alto,Rango Superior Medio - Potencia
COc1ccc(C(C)=O)c(O)c1O,4.958,Alto,Valores Altos - Potencia
COc1c([C@@H](O)c2ccccc2)ccc2c1OCO2,5.283,Alto,Rango Inferior Medio - Potencia
COc1cccc2cc(C(=O)N3N=C(C)CC3=O)oc12,4.85,Alto,Valores Altos - Potencia
O=c1nc(-c2ccccc2O)cc(-c2ccc(Br)cc2)[nH]1,6.163,Alto,Valores Bajos - Potencia
CC(C)=C[C@H](O)[C@H](O)C1=CC(=O)OC1,5.0,Alto,Rango Superior Medio - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.021,Alto,Valores Bajos - Potencia
O=C(O)/C=C/c1ccc(O)c(O)c1,4.824,Alto,Valores Altos - Potencia
CNC(=S)NNC(=O)Cn1c(-c2ccc(OCc3ccccc3)cc2)nc2ccccc21,4.869,Alto,Valores Altos - Potencia
CCSc1nnc(NC(=O)CC)s1,6.602,Alto,Valores Bajos - Potencia
CCC1CC2C(=O)C(C1)C(c1cc(OC)ccc1OC)NC2c1cc(OC)ccc1OC,4.845,Alto,Valores Altos - Potencia
CC(C)=CCn1cc(CC(N)C(=O)O)c2ccccc21,4.976,Alto,Rango Superior Medio - Potencia
c1cc2c(cn1)Sc1ccncc1N2CCN1CCCC1,5.097,Alto,Rango Superior Medio - Potencia
CC(O)(Cc1cn(CC(=O)c2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,6.114,Alto,Valores Bajos - Potencia
Nc1ncnc2c1C(c1cc(Cl)ccc1O)c1ccc(O)cc1O2,5.195,Alto,Rango Superior Medio - Potencia
CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(c4ccc5ccccc5c4)C(=O)[C@H]3ON12,6.801,Alto,Valores Bajos - Potencia
Br.CN1CCOC(O)(c2ccc(C3=NCCS3)cc2)C1,5.778,Alto,Valores Bajos - Potencia
O=C(N/N=C/c1ccccc1O)c1ccncc1,6.0,Alto,Valores Bajos - Potencia
O=S(=O)(CC1=NCCO1)C1C(c2ccccc2)=NOC1c1ccccc1,5.367,Alto,Rango Inferior Medio - Potencia
O=C(NC(=S)Nc1ccccc1)c1ccccc1,5.886,Alto,Valores Bajos - Potencia
Oc1ccccc1/C=N/c1ccccc1,6.301,Alto,Valores Bajos - Potencia
O=C1C=C(Nc2ccc(Cl)cc2)CCC1,4.853,Alto,Valores Altos - Potencia
FC(F)(F)c1ccccc1NCn1nc(-c2ccc3c(c2)OCCO3)oc1=S,4.834,Alto,Valores Altos - Potencia
Cc1cc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(S(N)(=O)=O)cc2)no1,4.916,Alto,Valores Altos - Potencia
O=C(N/N=C/c1ccc(F)cc1)c1ccc(F)cc1,4.886,Alto,Valores Altos - Potencia
O=C(CCCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc(O)c(O)c1,7.699,Alto,Valores Bajos - Potencia
CC1(C)O[C@H]1COc1c2ccoc2cc2oc(=O)ccc12,4.874,Alto,Valores Altos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3ccccc3)o1)O2,4.934,Alto,Valores Altos - Potencia
CCC(CC)=NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1,6.053,Alto,Valores Bajos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3cnccn3)o1)O2,4.866,Alto,Valores Altos - Potencia
COC(=O)[C@]1(Cc2ccc3c(c2)C[C@H](O)C(C)(C)O3)OC(=O)C(OC)=C1c1ccc(O)cc1,5.699,Alto,Rango Inferior Medio - Potencia
Cc1coc2c(O)c3oc(=O)cc(C)c3cc12,5.075,Alto,Rango Superior Medio - Potencia
O=c1c2ccccc2oc2cccc(-c3ccc(O)c(O)c3)c12,5.199,Alto,Rango Superior Medio - Potencia
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.294,Alto,Valores Bajos - Potencia
CC(=O)N1N=C(c2cccnc2)CC1c1c(-c2ccccc2)[nH]c2ccccc12,4.999,Alto,Rango Superior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
COc1ccc2c(c1)OC/C(=C\c1ccccc1OC)C2=O,5.0,Alto,Rango Superior Medio - Potencia
CCOC(=O)C1=C(C)N(c2ccc([N+](=O)[O-])cc2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,6.25,Alto,Valores Bajos - Potencia
COc1ccc(/C=C/C(=O)NCCc2ccc(O)cc2)cc1O,4.831,Alto,Valores Altos - Potencia
CCOC(=O)C1=C(C)N(c2ccccc2)C(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2,6.23,Alto,Valores Bajos - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccccn4)cc3)[nH]c12,4.975,Alto,Rango Superior Medio - Potencia
COc1cccc2cc(C(=O)n3nc(-c4ccccc4)cc3C)oc12,4.954,Alto,Valores Altos - Potencia
COc1ccc(C(C)=O)c(O)c1O,4.958,Alto,Valores Altos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1c(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(N)=O)oc2ccccc2c1=O,5.0,Alto,Rango Superior Medio - Potencia
Br.CN1CCOC(O)(c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)C1,4.863,Alto,Valores Altos - Potencia
CN(C)c1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,5.277,Alto,Rango Inferior Medio - Potencia
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.903,Alto,Valores Altos - Potencia
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1OC,4.951,Alto,Valores Altos - Potencia
CCOc1ccc(/N=C/c2ccc(Oc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,5.008,Alto,Rango Superior Medio - Potencia
C/C(=N\NC(=O)/C(C#N)=C\c1ccc(F)cc1)c1nc(-c2ccccc2)[nH]c1C,8.713,Alto,Valores Bajos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
O=C1CC[C@H](O)Cc2ccc(O)c(c2)-c2cc(ccc2O)C[C@H]1O,5.484,Alto,Rango Inferior Medio - Potencia
CC(=O)NCC(C)Oc1ccccc1,6.0,Alto,Valores Bajos - Potencia
COc1cc2c(ccc3cc(O)cc(OC)c32)cc1O,5.065,Alto,Rango Superior Medio - Potencia
Cl.O=c1oc2ccc(Br)cc2c(Cl)c1-c1nc2cc(C3=NCCN3)ccc2[nH]1,5.415,Alto,Rango Inferior Medio - Potencia
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,4.981,Alto,Rango Superior Medio - Potencia
COc1cccc(NC(=S)NC(=O)c2ccccc2)c1,5.906,Alto,Valores Bajos - Potencia
COc1cccc(-c2nc(SC)n(C)c(=O)c2C#N)c1OC,5.325,Alto,Rango Inferior Medio - Potencia
Oc1ccc([C@H]2COc3cc(O)c(O)cc3C2)cc1,5.367,Alto,Rango Inferior Medio - Potencia
O=C(/C=C/c1ccc(O)cc1)NCCc1ccc(O)cc1,5.301,Alto,Rango Inferior Medio - Potencia
