Smiles,Log10 Value (nM),Category,subcategoria_nombre
CC(=O)Oc1c(-c2ccc(O)cc2)c(O)c2oc3cc(O)c(O)cc3c2c1OC(C)=O,4.851,Alto,Valores Altos - Potencia
Cc1cc2c(c(=O)o1)C(c1cccs1)C(C#N)=C(N)O2,5.869,Alto,Valores Bajos - Potencia
CCCc1nc(N2CCC(C)CC2)nc2c1Nc1ccccc1S2,5.778,Alto,Valores Bajos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1ccc(C(=O)Cc2ccc(O)cc2)c(O)c1O,4.929,Alto,Valores Altos - Potencia
O=C(N/N=C/c1ccccc1)c1ccccc1C(=O)c1ccccc1,5.174,Alto,Rango Superior Medio - Potencia
O=C1OCC(O)=C1c1ccccc1F,5.0,Alto,Rango Superior Medio - Potencia
CCCCCCOc1cc(OC)ccc1C(C)=O,7.255,Alto,Valores Bajos - Potencia
Oc1cccc(/N=C/c2ccccc2O)c1,6.301,Alto,Valores Bajos - Potencia
CCOc1cc(OC)c(Br)cc1C(C)=O,7.579,Alto,Valores Bajos - Potencia
CCCOC(=O)c1cc(O)c(O)c(O)c1,4.937,Alto,Valores Altos - Potencia
Cc1cc2c(c(=O)o1)C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,5.687,Alto,Rango Inferior Medio - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)c1,5.307,Alto,Rango Inferior Medio - Potencia
Cc1ccc(C2CNN=C2S(=O)(=O)CC2=NCCO2)cc1,5.514,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1O,4.998,Alto,Rango Superior Medio - Potencia
CCOC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(O)c(O)c1,5.572,Alto,Rango Inferior Medio - Potencia
CCCCc1ccc(NC(=S)NC(=O)c2ccccc2)cc1,5.83,Alto,Valores Bajos - Potencia
CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)OC(C)=O)c(O)c1-c1ccc(O)cc1,5.699,Alto,Rango Inferior Medio - Potencia
COc1ccc(C2=CC3=NNC(=O)C3C(c3cccc([N+](=O)[O-])c3)C2)cc1,5.378,Alto,Rango Inferior Medio - Potencia
COc1ccc(-c2nn(-c3ccccc3)c(-c3ccc(C)cc3)c2S(=O)(=O)CC2=NCCO2)cc1,5.164,Alto,Rango Superior Medio - Potencia
Br.CN1CCOC(O)(c2ccc(-c3ccccc3)cc2)C1,5.477,Alto,Rango Inferior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
O=C(CC1(O)C(=O)Nc2ccc(O)cc21)c1ccc(F)cc1,4.978,Alto,Rango Superior Medio - Potencia
COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O,4.826,Alto,Valores Altos - Potencia
O=C(NC(=S)Nc1ccc(Cl)cc1Cl)c1ccccc1,5.38,Alto,Rango Inferior Medio - Potencia
COc1cc(CNCCCCCCN2C(=O)c3ccccc3C2=O)ccc1O,4.916,Alto,Valores Altos - Potencia
Cc1ccc(/C=N/NC(=O)c2ccc(Cl)cc2)cc1,5.188,Alto,Rango Superior Medio - Potencia
COC(=O)[C@@H](N)Cc1ccc(O)cc1.Cl,6.107,Alto,Valores Bajos - Potencia
Fc1ccc(-c2csc(N/N=C/c3cccs3)n2)cc1,5.065,Alto,Rango Superior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
c1ccc(-c2[nH]c3ccccc3c2C2CC(c3cccnc3)=NN2)cc1,5.015,Alto,Rango Superior Medio - Potencia
CC(=O)OC1c2ccccc2C=[N+]([O-])C1(C)C,6.32,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)cc(OC)c1O,5.053,Alto,Rango Superior Medio - Potencia
CCOC(=O)N1CCC(=NNC(=O)c2ccc(F)cc2)CC1,4.874,Alto,Valores Altos - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1OC,7.778,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.861,Alto,Valores Altos - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(O)c2)cc1O,4.964,Alto,Valores Altos - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
OCCc1ccc(O)c(O)c1,5.041,Alto,Rango Superior Medio - Potencia
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.903,Alto,Valores Altos - Potencia
COc1cccc2cc(C(=O)n3nc(-c4ccccc4)cc3C)oc12,4.954,Alto,Valores Altos - Potencia
COc1cc(C=O)ccc1O,5.0,Alto,Rango Superior Medio - Potencia
O=S(=O)(Nc1cc(F)c(O)c(F)c1)c1ccccc1,4.982,Alto,Rango Superior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Br.COc1ccc2cc(C3(O)CN(C)C4CCCCC4O3)ccc2c1,5.342,Alto,Rango Inferior Medio - Potencia
O=c1cc(/C=C/C=C/c2ccc(O)c(O)c2)oc2ccccc12,5.155,Alto,Rango Superior Medio - Potencia
CCc1ccccc1NC(=O)C1Cc2cc(OC)c(OC)cc2C1=O,5.21,Alto,Rango Superior Medio - Potencia
Cc1ccc2nc(N)sc2c1,6.602,Alto,Valores Bajos - Potencia
COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O,4.826,Alto,Valores Altos - Potencia
COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1O,5.883,Alto,Valores Bajos - Potencia
Cn1c(NN)nc(-c2ccc(Cl)cc2)c(C#N)c1=O,5.33,Alto,Rango Inferior Medio - Potencia
Cc1c(O)c(C)c2c(c1O)C(=O)OC(C)(O)C2,6.0,Alto,Valores Bajos - Potencia
O=C(Cn1cc(CC(O)c2ccc(S(=O)(=O)c3ccccc3)cc2)nn1)c1ccccc1,5.978,Alto,Valores Bajos - Potencia
COc1cc(/C=N/CC2(CC(=O)O)CCCCC2)ccc1O,5.29,Alto,Rango Inferior Medio - Potencia
CCOC(=O)N1CCC(=NNC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,5.069,Alto,Rango Superior Medio - Potencia
O=c1cc(/C=N\O)c2ccc(OCc3ccccc3)cc2o1,6.382,Alto,Valores Bajos - Potencia
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)[nH]n2)cc1,5.109,Alto,Rango Superior Medio - Potencia
COc1c2cc(c(O)c1OC)CCCC[C@@H](OS(=O)(=O)O)CCc1ccc(O)c-2c1,6.254,Alto,Valores Bajos - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1OC,7.74,Alto,Valores Bajos - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)c1,5.307,Alto,Rango Inferior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
COc1cc2c(ccc3cc(O)cc(OC)c32)cc1O,5.065,Alto,Rango Superior Medio - Potencia
O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1-c1ccc(O)cc1,4.972,Alto,Rango Superior Medio - Potencia
CC(=O)c1ccc(NC(=O)CN(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,8.009,Alto,Valores Bajos - Potencia
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,6.09,Alto,Valores Bajos - Potencia
Cc1cc(=O)cc(-c2cc(O)c(O)cc2-c2c(O)cc(/C=C/c3ccc(O)c(O)c3)oc2=O)o1,4.989,Alto,Rango Superior Medio - Potencia
Cc1[nH]nc2c1C(c1ccc(C3C(C#N)=C(N)Oc4n[nH]c(C)c43)cc1)C(C#N)=C(N)O2,5.017,Alto,Rango Superior Medio - Potencia
CN1C(=O)C(O)(c2ccc(-c3ccccc3)cc2)Sc2ccccc21,6.0,Alto,Valores Bajos - Potencia
Oc1ccc(-c2cc3cccc(Br)c3o2)cc1,4.971,Alto,Rango Superior Medio - Potencia
Oc1ccc(/C=N/n2c(S)nnc2-c2cnccn2)c(O)c1,4.88,Alto,Valores Altos - Potencia
Fc1ccc2c(c1)CCC(c1nnc(-c3ccc(Cl)cc3)o1)O2,4.934,Alto,Valores Altos - Potencia
O=Cc1ccccc1O,7.985,Alto,Valores Bajos - Potencia
COc1cc(O)c2c(c1)CCc1c-2ccc(OC)c1O,5.009,Alto,Rango Superior Medio - Potencia
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1,5.876,Alto,Valores Bajos - Potencia
Nc1c2c(nc3ccccc13)CCCC2,6.0,Alto,Valores Bajos - Potencia
COc1cccc2c1OCC(c1nnn(Cc3cn(Cc4ccccc4)nn3)n1)=C2,5.293,Alto,Rango Inferior Medio - Potencia
CN(C)c1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1,5.397,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1O,4.998,Alto,Rango Superior Medio - Potencia
COc1ccc(-c2c(C)nn(-c3ccccc3)c2OC)cc1,4.929,Alto,Valores Altos - Potencia
CN(C)c1ccc(/C=C/C(=O)c2cc(O)ccc2O)cc1,5.227,Alto,Rango Inferior Medio - Potencia
C=CCOc1ccc(/C=C/C(=O)c2cccc(CC=C)c2O)cc1OC,4.929,Alto,Valores Altos - Potencia
NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc3ccccc3c2)cc1,5.462,Alto,Rango Inferior Medio - Potencia
NC(CCC(=O)n1c(-c2cc(F)ccc2F)nc2ccccc2c1=O)C(=O)O,5.076,Alto,Rango Superior Medio - Potencia
CCOC(=O)C(CS)NC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.301,Alto,Rango Inferior Medio - Potencia
COc1ccc(-c2nc(SC)n(C)c(=O)c2C#N)cc1,5.405,Alto,Rango Inferior Medio - Potencia
Cc1ccc(S(=O)(=O)N/N=C/c2coc3ccccc3c2=O)cc1,6.0,Alto,Valores Bajos - Potencia
Br.CN1CC(O)(c2ccc3c(ccc4ccccc43)c2)OC2CCCCC21,5.281,Alto,Rango Inferior Medio - Potencia
CCc1nn(CCSP(=O)(O)O)c(=N)s1,4.956,Alto,Valores Altos - Potencia
COc1ccc(CC(=O)c2ccc(O)c(O)c2O)cc1OC,4.918,Alto,Valores Altos - Potencia
O=c1cc(-c2cccc([N+](=O)[O-])c2)oc2ccccc12,5.351,Alto,Rango Inferior Medio - Potencia
O=C(N/N=C/c1ccccc1)c1ccccc1C(=O)c1ccccc1,5.174,Alto,Rango Superior Medio - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
O=C(CCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc(Cl)cc1,8.267,Alto,Valores Bajos - Potencia
Cc1ccc(N2C(=O)[C@H]3[C@H](ON4[C@@H]3C(=O)N(C)[C@@]43C[C@H](C)CC[C@H]3C(C)C)C2=O)c(C)c1,6.056,Alto,Valores Bajos - Potencia
COc1cc([C@@H]2Oc3c(OC)cc(CCCO)cc3[C@H]2CO)ccc1O,5.537,Alto,Rango Inferior Medio - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccccn4)cc3)[nH]c12,4.975,Alto,Rango Superior Medio - Potencia
CC1(C)CCC[C@]2(C)[C@@H]1C(=O)[C@H](O)[C@@]13C[C@H](CC[C@@H]21)[C@@](O)(CO)C3,4.843,Alto,Valores Altos - Potencia
COc1ccccc1-c1cc(-c2ccccc2O)nc(=S)[nH]1,6.207,Alto,Valores Bajos - Potencia
NS(=O)(=O)c1ccc(/N=C/c2cc3ccccc3[nH]c2=O)cc1,5.424,Alto,Rango Inferior Medio - Potencia
Oc1ccc(Cc2ccc(Cl)cc2)cc1O,5.306,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=C2\Oc3ccc(O)cc3C2=O)cc1OC,5.706,Alto,Valores Bajos - Potencia
C=CCc1ccc(O)c(-c2cc(O)ccc2O)c1,4.95,Alto,Valores Altos - Potencia
O=c1c2c(O)cccc2oc2cccc(-c3ccc(O)c(O)c3)c12,4.903,Alto,Valores Altos - Potencia
COc1ccc(/C=C/C(=O)c2cc(O)ccc2O)cc1OC,5.571,Alto,Rango Inferior Medio - Potencia
O=C(Cc1ccncc1)N/N=C/c1cc2ccccc2[nH]c1=O,6.707,Alto,Valores Bajos - Potencia
O=C(N/N=C/c1ccccc1O)c1ccc(Cl)cc1,5.26,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1O,8.13,Alto,Valores Bajos - Potencia
O=C1C=C[C@]23CC(COC2=C1)Cc1cc(O)c(O)cc13,5.195,Alto,Rango Superior Medio - Potencia
OC[C@@H]1CN(Cc2ccccc2)CC[C@H]1c1ccccc1,5.0,Alto,Rango Superior Medio - Potencia
Nc1ncnc2c1C(c1ccc(Br)cc1)c1ccc(O)cc1O2,5.16,Alto,Rango Superior Medio - Potencia
Cn1c(NN)nc(-c2cccc(O)c2O)c(C#N)c1=O,5.207,Alto,Rango Superior Medio - Potencia
Cc1c(-c2cc(-c3ccc(F)cc3)nc(N)n2)nnn1-c1ccc(Cl)c(Cl)c1,5.153,Alto,Rango Superior Medio - Potencia
O=C1/C(=C/c2ccc(Cl)cc2)Oc2ccccc21,4.964,Alto,Valores Altos - Potencia
N/C(=N\OS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1cccnc1,4.929,Alto,Valores Altos - Potencia
COc1cc(/C=N/NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc(O)c1O,7.602,Alto,Valores Bajos - Potencia
CCOC(=O)/C=C/c1ccc(O)c(OC)c1,5.176,Alto,Rango Superior Medio - Potencia
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1O,4.876,Alto,Valores Altos - Potencia
CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,5.041,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=C2\Oc3ccc(O)cc3C2=O)cc1OC,5.706,Alto,Valores Bajos - Potencia
Cc1ccc2[nH]c(=O)c(/C=N/N)cc2c1,5.807,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccncc4)cc3)[nH]c12,4.947,Alto,Valores Altos - Potencia
CC1=NN(C(=O)c2cc3ccccc3oc2=O)C(=O)C1CNc1ccccn1,8.805,Alto,Valores Bajos - Potencia
CCN(CC)c1ccc2cc(-c3nc4cc(C5=NCCCN5)ccc4[nH]3)c(=O)oc2c1.Cl,5.041,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1OC,5.751,Alto,Valores Bajos - Potencia
OC[C@H]1O[C@@H](OCCc2cc(Br)c(O)c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O,5.0,Alto,Rango Superior Medio - Potencia
CCOc1cc(/C=C/C(=O)/C=C/c2ccc(O)c(OCC)c2)ccc1O,5.108,Alto,Rango Superior Medio - Potencia
CCO[C@@H]1Oc2c(c(C(C)=O)c(O)c3ccccc23)[C@@H]1C,5.339,Alto,Rango Inferior Medio - Potencia
CCOC(=O)[C@@H]1C(=O)N(Cc2ccccc2)C[C@@H](O)[C@H]1c1ccc(C)cc1,5.0,Alto,Rango Superior Medio - Potencia
Cc1ccc2[nH]c(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)cc2c1,6.08,Alto,Valores Bajos - Potencia
NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,5.385,Alto,Rango Inferior Medio - Potencia
COc1c(-c2ccc(F)cc2)c(C)nn1-c1ccccc1,5.105,Alto,Rango Superior Medio - Potencia
COc1cc(C[C@@]2(O)COc3cc(O)ccc3C2=O)ccc1O,5.011,Alto,Rango Superior Medio - Potencia
COc1ccc(O)c(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)c1,5.307,Alto,Rango Inferior Medio - Potencia
CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,4.983,Alto,Rango Superior Medio - Potencia
Oc1ccc(/N=C/c2cc(O)cc(O)c2)cc1,5.214,Alto,Rango Superior Medio - Potencia
Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)s2)c(C)c1,4.977,Alto,Rango Superior Medio - Potencia
COc1cccc2cc(C(=O)c3cccs3)c(=S)oc12,5.014,Alto,Rango Superior Medio - Potencia
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,5.0,Alto,Rango Superior Medio - Potencia
Cc1ccc(S(=O)(=O)O/N=C(\N)c2ccccn2)cc1,4.903,Alto,Valores Altos - Potencia
COC(=O)c1cc(O)c(O)c(OC)c1,5.066,Alto,Rango Superior Medio - Potencia
COc1cc(/C=C/C(=O)N2CCNCC2)cc2c1OCO2,5.121,Alto,Rango Superior Medio - Potencia
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1,5.428,Alto,Rango Inferior Medio - Potencia
Clc1ccc(-c2csc(N/N=C/c3cccs3)n2)cc1,5.093,Alto,Rango Superior Medio - Potencia
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.959,Alto,Valores Altos - Potencia
O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1-c1ccc(O)cc1,4.972,Alto,Rango Superior Medio - Potencia
COc1ccc(/C=N/NC(=O)c2cc3ccc4c(c3o2)C=CC(C)(C)O4)c(O)c1,4.829,Alto,Valores Altos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=C2\Oc3cc(O)ccc3C2=O)cc1OC,5.751,Alto,Valores Bajos - Potencia
C[C@H]1Cc2c(O)c3c(c(O)c2O1)[C@@]1(C)CC[C@H]2C[C@@]2(C)C1=C(O)C3=O,4.987,Alto,Rango Superior Medio - Potencia
O=C(CN1CCN(c2ccccn2)CC1)Nc1nc2ccccc2[nH]1,5.318,Alto,Rango Inferior Medio - Potencia
CN1CC(O)(c2ccc(-c3ccccc3)cc2)OC2CCCCC21,5.602,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=N/c2cc(C)c(O)cc2C(C)C)cc(OC)c1,4.915,Alto,Valores Altos - Potencia
Oc1ccc([C@H]2COc3cc(O)c(O)cc3C2)cc1,5.367,Alto,Rango Inferior Medio - Potencia
COc1cc2c(c(OC)c1)-c1[nH]c3ccccc3c1C2,5.099,Alto,Rango Superior Medio - Potencia
CC(=O)c1ccc(NC(=O)C2CC(O)CN2S(=O)(=O)c2ccc(C)cc2)cc1,7.398,Alto,Valores Bajos - Potencia
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,5.396,Alto,Rango Inferior Medio - Potencia
Cc1ccc2c(c1)n(CC(=O)c1ccccc1)c(=N)n2CC(=O)c1ccccc1,5.717,Alto,Valores Bajos - Potencia
O=C(CC1(O)C(=O)Nc2ccc(O)cc21)c1ccc(C(F)(F)F)cc1,4.903,Alto,Valores Altos - Potencia
CCCc1nc(N2CCCCC2)nc2c1Nc1ccccc1S2,5.793,Alto,Valores Bajos - Potencia
COc1cccc(NC(=O)CNC(=O)/C=C/c2ccc(O)c(OC)c2)c1,4.974,Alto,Rango Superior Medio - Potencia
Cn1c(NN)nc(-c2ccco2)c(C#N)c1=O,5.449,Alto,Rango Inferior Medio - Potencia
Cc1cccc2nc(-c3ccc(C(=O)N/N=C/c4ccccc4O)cc3)[nH]c12,5.32,Alto,Rango Inferior Medio - Potencia
COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O,4.826,Alto,Valores Altos - Potencia
COc1cc(/C=N/NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc(OC)c1OC,7.778,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1O,4.876,Alto,Valores Altos - Potencia
Oc1ccc([C@H]2COc3cc(O)c(O)cc3C2)cc1O,5.049,Alto,Rango Superior Medio - Potencia
COc1cc2c3c(c1OC)-c1ccccc1[C@H](OC(C)=O)[C@H]3N(C(C)=O)CC2,5.559,Alto,Rango Inferior Medio - Potencia
C=C(CO)[C@@]12O[C@@H]1[C@@]1(C)C(=CC2=O)[C@H](OC(=O)C(O)(CO)CC(C)CC(C)CC)CC[C@@H]1C,5.0,Alto,Rango Superior Medio - Potencia
Cn1c(NN)nc(-c2ccccc2Cl)c(C#N)c1=O,5.352,Alto,Rango Inferior Medio - Potencia
COc1cc(C)nn1-c1ccccc1,5.417,Alto,Rango Inferior Medio - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.953,Alto,Valores Altos - Potencia
CCCN1CSC(=S)N(CC(=O)O)C1,4.971,Alto,Rango Superior Medio - Potencia
Cc1ccc2oc(=O)c(-c3nc4cc(C5=NCCN5)ccc4[nH]3)c(Cl)c2c1.Cl,5.544,Alto,Rango Inferior Medio - Potencia
COc1ccc(C2=CC3=NOC(=O)C3C(c3cccc([N+](=O)[O-])c3)C2)cc1,5.851,Alto,Valores Bajos - Potencia
C[C@H]1OC(=O)[C@@H](O)[C@@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,5.462,Alto,Rango Inferior Medio - Potencia
O=c1nc(-c2ccccc2O)cc(-c2ccc(F)cc2)[nH]1,6.248,Alto,Valores Bajos - Potencia
CCN1CCc2c(c(C(C)(C)C)nn2C(=O)Nc2ccc(Br)cc2)C1,4.908,Alto,Valores Altos - Potencia
COc1cc(C2CC(=NO)CC(c3ccc(O)c(OC)c3)N2C)ccc1O,5.199,Alto,Rango Superior Medio - Potencia
CCC(C)CC(C)CC(O)(CO)C(=O)O[C@@H]1CC[C@H](C)[C@@]2(C)C=C([C@@H](C)CO)C(=O)C=C12,5.0,Alto,Rango Superior Medio - Potencia
CC1(C)C=Cc2c(ccc3cc(C(=O)N/N=C/c4ccc(O)cc4)oc23)O1,5.0,Alto,Rango Superior Medio - Potencia
COc1cc(C)nn1-c1ccccc1,5.417,Alto,Rango Inferior Medio - Potencia
C/C(=N\NC(=O)CC#N)c1nc(-c2ccccc2)[nH]c1C,8.551,Alto,Valores Bajos - Potencia
O=C(CCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccccc1,8.423,Alto,Valores Bajos - Potencia
COc1cc(/C=C/C(=O)O)ccc1OC(C)=O,5.699,Alto,Rango Inferior Medio - Potencia
N#CC1=C(N)OC(c2c[nH]c3ccccc23)=C(C#N)C1c1ccccc1,5.959,Alto,Valores Bajos - Potencia
CCOc1ccc2nc(N)sc2c1,6.602,Alto,Valores Bajos - Potencia
COc1cccc2c1Cc1c-2[nH]c2ccccc12,5.21,Alto,Rango Superior Medio - Potencia
CN(CCCCOc1cc(O)c2c(=O)c3ccccc3oc2c1)Cc1ccc(O)cc1,4.826,Alto,Valores Altos - Potencia
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,6.441,Alto,Valores Bajos - Potencia
O=[N+]([O-])c1ccc(-c2nnc(C3CCc4cc(F)ccc4O3)o2)cc1,4.928,Alto,Valores Altos - Potencia
COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(OCCN3CCCCC3)c2c1=O.Cl,5.0,Alto,Rango Superior Medio - Potencia
O=C(c1ccc(O)c(O)c1)c1ccccc1Cl,5.053,Alto,Rango Superior Medio - Potencia
Oc1cccc2c1Cc1c-2[nH]c2ccccc12,5.215,Alto,Rango Superior Medio - Potencia
Cc1ccc2[nH]c(=O)c(/C=N/c3ccccc3O)cc2c1,5.457,Alto,Rango Inferior Medio - Potencia
CCCC(=O)CC[C@H]1OC(=O)c2c1cc(OC)c(OC)c2O,5.114,Alto,Rango Superior Medio - Potencia
COc1cc(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)ccc1O,5.013,Alto,Rango Superior Medio - Potencia
COc1cc(/C=C/C(=O)NCCC(=O)Nc2ccc(Cl)cc2)ccc1O,4.925,Alto,Valores Altos - Potencia
COc1ccccc1/C=c1\sc2nc3cc(C(=O)c4ccccc4)ccc3n2c1=O,5.254,Alto,Rango Inferior Medio - Potencia
NC(CCC(=O)n1c(-c2ccccc2)nc2ccccc2c1=O)C(=O)O,5.011,Alto,Rango Superior Medio - Potencia
COC(=O)c1c2c(cc(OC)c1C(=O)c1c(O)cc(C)cc1OC)OC(OC)CS2,5.0,Alto,Rango Superior Medio - Potencia
O=C(CCc1nc2ccccc2c(=O)[nH]1)N/N=C/c1ccc(O)c(O)c1,7.602,Alto,Valores Bajos - Potencia
O=C1OCC(O)=C1c1ccc(Cl)cc1Cl,5.0,Alto,Rango Superior Medio - Potencia
Oc1ccccc1/C=N/c1ccc(OCc2ccccc2)cc1,5.301,Alto,Rango Inferior Medio - Potencia
O=C1OCC(O)=C1c1ccccc1OCc1ccccc1,5.0,Alto,Rango Superior Medio - Potencia
CCOC(=O)N1CCC(=NNC(=O)c2ccc(OC)cc2)CC1,4.932,Alto,Valores Altos - Potencia
COc1cccc2cc(C(C)=O)c(=S)oc12,6.185,Alto,Valores Bajos - Potencia
COC(=O)[C@H](Cc1cn(CCC(C)C)c2ccccc12)NC(C)=O,5.856,Alto,Valores Bajos - Potencia
COc1ccc(C(=O)Cc2ccc(O)cc2)c(O)c1O,4.929,Alto,Valores Altos - Potencia
CSc1nc(-c2cccc(O)c2O)c(C#N)c(=O)n1C,5.263,Alto,Rango Inferior Medio - Potencia
COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4cccc(C)c4[nH]3)cc2)c(O)c1,5.305,Alto,Rango Inferior Medio - Potencia
COc1cc(/C=C/C(=O)/C=C/c2ccc(C)c(C)c2)cc(OC)c1O,5.053,Alto,Rango Superior Medio - Potencia
NC(CCC(=O)n1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O)C(=O)O,5.092,Alto,Rango Superior Medio - Potencia
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,6.441,Alto,Valores Bajos - Potencia
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.918,Alto,Valores Altos - Potencia
CCOC(=O)C1C(=O)C=C(c2ccc(Br)cc2)CC1c1cccc([N+](=O)[O-])c1,5.964,Alto,Valores Bajos - Potencia
