Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Unnamed: 48,Normalized Value (nM),Log10 Value (nM),Deviation_from_mean,Deviation_from_median,Mean_log10,Median_log10,Std_log10,Anderson_stat,Anderson_critical_value_5pct,Skewness,Kurtosis,Category,Subcategory
CHEMBL480267,LUPULONE,,414.59,1.0,6.86,6,CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,IC50,'=',25000.0,nM,4.60,,,UO_0000065,,,,,0.0,CHEMBL1785652,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1781983,1,Scientific Literature,J Nat Prod,2009,,,,,25.0,,25000.0,4.398,-0.1410525221357668,-0.1299999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL512227,HUMULONE,,362.47,0.0,3.63,1,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O,IC50,'=',32000.0,nM,4.50,,,UO_0000065,,,,,0.0,CHEMBL1785652,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1781983,1,Scientific Literature,J Nat Prod,2009,,,,,32.0,,32000.0,4.505,-0.0340525221357665,-0.0229999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3608626,,,312.35,0.0,2.53,"Figure 20,2",Oc1ccc(-c2nnc(S)n2/N=C/c2cccc(O)c2)cc1,IC50,'=',20.0,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL3609953,Antioxidant activity assessed as hydrogen peroxide scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3608236,1,Scientific Literature,Eur J Med Chem,2015,,,,,20.0,,64030.735,4.806,0.2669474778642335,0.2780000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL2337630,,,280.28,0.0,1.61,5,CCOC(=O)C(=Cc1ccc(O)c(O)c1)C(=O)OCC,IC50,'=',21100.0,nM,4.68,,,UO_0000065,,,,,0.0,CHEMBL2343224,Antioxidant activity assessed as inhibition of ABTS radical formation for 15 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL2331554,1,Scientific Literature,Eur J Med Chem,2013,,,,,21.1,,21100.0,4.324,-0.2150525221357666,-0.2039999999999997,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL17347,ETHYL CAFFEATE,,208.21,0.0,1.67,4,CCOC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',22600.0,nM,4.65,,,UO_0000065,,,,,0.0,CHEMBL2343224,Antioxidant activity assessed as inhibition of ABTS radical formation for 15 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL2331554,1,Scientific Literature,Eur J Med Chem,2013,,,,,22.6,,22600.0,4.354,-0.1850525221357664,-0.1739999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL153,TROLOX,,250.29,0.0,2.49,Trolox,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,IC50,'=',26300.0,nM,4.58,,,UO_0000065,,,,,0.0,CHEMBL2343224,Antioxidant activity assessed as inhibition of ABTS radical formation for 15 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL2331554,1,Scientific Literature,Eur J Med Chem,2013,,,,,26.3,,26300.0,4.42,-0.1190525221357665,-0.1079999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL145,CAFFEIC ACID,3.0,180.16,0.0,1.20,3,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,'=',17900.0,nM,4.75,,,UO_0000065,,,,,0.0,CHEMBL2343224,Antioxidant activity assessed as inhibition of ABTS radical formation for 15 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL2331554,1,Scientific Literature,Eur J Med Chem,2013,,,,,17.9,,17900.0,4.253,-0.2860525221357664,-0.2749999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL3753580,,,254.37,0.0,2.34,2,C=C[C@](C)(O)C[C@@H](O)/C=C(\C)[C@@H](O)CC=C(C)C,IC50,'=',23500.0,nM,4.63,,,UO_0000065,,,,,0.0,CHEMBL3757643,Antioxidative activity of the compound assessed as DPPH radical scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3751791,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,23.5,,23500.0,4.371,-0.168052522135766,-0.1569999999999991,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL3752993,,,330.47,0.0,1.67,4,CC/C=C/C[C@H](O)/C=C/[C@H](O)[C@H](O)[C@H](O)CCCCC[C@H](C)O,IC50,'=',25400.0,nM,4.59,,,UO_0000065,,,,,0.0,CHEMBL3757643,Antioxidative activity of the compound assessed as DPPH radical scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3751791,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,25.4,,25400.0,4.405,-0.1340525221357662,-0.1229999999999993,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL284616,CHLOROGENIC ACID,2.0,354.31,1.0,-0.65,Chlorogenic acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,IC50,'=',56400.0,nM,4.25,,,UO_0000065,,,,,0.0,CHEMBL3757643,Antioxidative activity of the compound assessed as DPPH radical scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3751791,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,56.4,,56400.0,4.751,0.2119474778642338,0.2230000000000007,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL3754211,,,514.61,2.0,0.95,7,C=C[C@](C)(CC/C=C(\CO)CC/C=C(\C)C[C@@H](O)/C=C(\C)C(=O)O)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,IC50,'=',40200.0,nM,4.40,,,UO_0000065,,,,,0.0,CHEMBL3757643,Antioxidative activity of the compound assessed as DPPH radical scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3751791,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,40.2,,40200.0,4.604,0.0649474778642336,0.0760000000000005,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL3752086,,,416.51,1.0,0.16,1,C=C[C@](C)(O)CC/C=C(C)/C=C/[C@@H](O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O,IC50,'=',38400.0,nM,4.42,,,UO_0000065,,,,,0.0,CHEMBL3757643,Antioxidative activity of the compound assessed as DPPH radical scavenging activity,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3751791,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,38.4,,38400.0,4.584,0.0449474778642331,0.056,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL134342,THIOCTIC ACID,,206.33,0.0,2.79,Lipoic acid (LA),O=C(O)CCCC[C@@H]1CCSS1,IC50,=',54860.0,nM,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54860.0,4.739,0.1999474778642334,0.2110000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL290916,EDARAVONE,4.0,174.2,0.0,1.80,edaravone,CC1=NN(c2ccccc2)C(=O)C1,IC50,=',27000.0,nM,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,4.431,-0.1080525221357664,-0.0969999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL47,ALPHA-TOCOPHEROL,,430.72,1.0,8.84,Alpha-tocopherol,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,IC50,=',63570.0,nM,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63570.0,4.803,0.2639474778642334,0.2750000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL4288089,,,250.34,0.0,2.87,(-)-Sielboldianin A,Cc1ccc([C@]2(C)CC[C@@H](C(C)(C)O)O2)cc1O,IC50,'=',18000.0,nM,4.75,,,UO_0000065,,,,,0.0,CHEMBL4256083,Antioxidant activity in human HepG2 cells assessed as inhibition of ABAP-induced peroxyl radical generation incubated for 60 mins measured for 60 mins by DCFH-DA probe based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HepG2,,,,,CHEMBL395,HepG2,Homo sapiens,CELL-LINE,CHEMBL4251709,1,Scientific Literature,J Nat Prod,2018,CHEMBL3307718,,,,18.0,,18000.0,4.255,-0.2840525221357666,-0.2729999999999997,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL1824398,,,616.5,2.0,8.99,3e,O=[N+]([O-])c1cccc(NC(P(=O)(Oc2ccccc2)Oc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)c1,IC50,'=',39.6,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL1828057,Antioxidant activity assessed as DPPH free radical scavenging activity after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1821678,1,Scientific Literature,Eur J Med Chem,2011,,,,,39.6,,64233.577,4.808,0.2689474778642333,0.2800000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL1821754,,,634.49,2.0,9.13,3g,O=[N+]([O-])c1cc(NC(P(=O)(Oc2ccccc2)Oc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)ccc1F,IC50,'=',30.1,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL1828057,Antioxidant activity assessed as DPPH free radical scavenging activity after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1821678,1,Scientific Literature,Eur J Med Chem,2011,,,,,30.1,,47439.676,4.676,0.1369474778642336,0.1480000000000005,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL1824399,,,623.94,2.0,9.88,3f,O=P(Oc1ccccc1)(Oc1ccccc1)C(Nc1ccc(F)c(Cl)c1)P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'=',32.9,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL1828057,Antioxidant activity assessed as DPPH free radical scavenging activity after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1821678,1,Scientific Literature,Eur J Med Chem,2011,,,,,32.9,,52729.429,4.722,0.1829474778642339,0.1940000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL153,TROLOX,,250.29,0.0,2.49,Trolox,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,IC50,'=',19790.0,nM,4.70,,,UO_0000065,,,,,0.0,CHEMBL5254939,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL5252566,1,Scientific Literature,RSC Med Chem,2023,,TIME = 0.5 hr,,,19.79,,19790.0,4.296,-0.2430525221357662,-0.2319999999999993,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL1950210,,,297.33,0.0,0.70,7,COC(=O)[C@H](CS)NC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',22000.0,nM,4.66,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,22.0,,22000.0,4.342,-0.1970525221357668,-0.1859999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL1950225,,,446.53,1.0,2.12,35,CSCC[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)NCCc1ccc(O)c(O)c1,IC50,'=',23000.0,nM,4.64,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,23.0,,23000.0,4.362,-0.1770525221357664,-0.1659999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL1950223,,,418.47,1.0,1.30,32,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](CS)C(=O)NCCc1ccc(O)c(O)c1,IC50,'=',26000.0,nM,4.58,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,26.0,,26000.0,4.415,-0.1240525221357664,-0.1129999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1950222,,,345.35,0.0,1.25,27,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccc(O)c(O)c1,IC50,'=',44000.0,nM,4.36,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,44.0,,44000.0,4.643,0.1039474778642333,0.1150000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL1950224,,,406.46,1.0,0.82,33,O=C(Cc1ccc(O)c(O)c1)N[C@@H](CS)C(=O)NCCc1ccc(O)c(O)c1,IC50,'=',20000.0,nM,4.70,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,20.0,,20000.0,4.301,-0.2380525221357663,-0.2269999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL1950214,,,285.32,0.0,0.23,15,COC(=O)[C@H](CS)NC(=O)Cc1ccc(O)c(O)c1,IC50,'=',29000.0,nM,4.54,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,29.0,,29000.0,4.462,-0.0770525221357667,-0.0659999999999998,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1950219,,,325.39,0.0,1.52,24,COC(=O)[C@H](CCSC)NC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',25000.0,nM,4.60,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,25.0,,25000.0,4.398,-0.1410525221357668,-0.1299999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1950226,,,478.5,1.0,2.31,39,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCc1ccc(O)c(O)c1,IC50,'=',32000.0,nM,4.50,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,32.0,,32000.0,4.505,-0.0340525221357665,-0.0229999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1950220,,,313.37,0.0,1.05,25,COC(=O)[C@H](CCSC)NC(=O)Cc1ccc(O)c(O)c1,IC50,'=',48000.0,nM,4.32,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,48.0,,48000.0,4.681,0.1419474778642335,0.1530000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL1950221,,,357.36,0.0,1.72,26,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',30000.0,nM,4.52,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,30.0,,30000.0,4.477,-0.0620525221357661,-0.0509999999999992,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL1950227,,,466.49,1.0,1.84,41,O=C(Cc1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCc1ccc(O)c(O)c1,IC50,'=',32000.0,nM,4.50,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,32.0,,32000.0,4.505,-0.0340525221357665,-0.0229999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL153,TROLOX,,250.29,0.0,2.49,Trolox,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,IC50,'=',55000.0,nM,4.26,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,55.0,,55000.0,4.74,0.2009474778642337,0.2120000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL145,CAFFEIC ACID,3.0,180.16,0.0,1.20,SID106262,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,'=',41000.0,nM,4.39,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,41.0,,41000.0,4.613,0.0739474778642339,0.0850000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL1284,"3,4-DIHYDROXYPHENYLACETIC ACID ",,168.15,0.0,0.72,Dihydroxyphenylacetic acid,O=C(O)Cc1ccc(O)c(O)c1,IC50,'=',26000.0,nM,4.58,,,UO_0000065,,,,,0.0,CHEMBL1955497,Antioxidant activity assessed as DPPH free radical scavenging activity by UV-Vis spectrophotometry,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,UNKNOWN,CHEMBL1949533,1,Scientific Literature,Eur J Med Chem,2012,,,,,26.0,,26000.0,4.415,-0.1240525221357664,-0.1129999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3793937,,,355.83,0.0,3.77,7c,COc1c(C(=O)NCc2ccc(Cl)cc2)c(C)nn1-c1ccccc1,IC50,'=',16.07,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL3795171,Antioxidant activity assessed as DPPH free radical scavenging activity incubated for 30 mins in dark condition by spectrophotometric method,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3792344,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,16.07,,45162.016,4.655,0.1159474778642337,0.1270000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL3793850,,,308.38,0.0,4.00,5i,COCc1ccccc1-c1c(C)nn(-c2ccccc2)c1OC,IC50,'=',20.05,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL3795171,Antioxidant activity assessed as DPPH free radical scavenging activity incubated for 30 mins in dark condition by spectrophotometric method,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3792344,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,20.05,,65017.187,4.813,0.2739474778642332,0.2850000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL196,ASCORBIC ACID,4.0,176.12,0.0,-1.41,AA,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,'=',8.09,ug.mL-1,,,,UO_0000274,,,,,0.0,CHEMBL3795171,Antioxidant activity assessed as DPPH free radical scavenging activity incubated for 30 mins in dark condition by spectrophotometric method,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,NO TARGET,CHEMBL3792344,1,Scientific Literature,Bioorg Med Chem Lett,2016,,,,,8.09,,45934.59,4.662,0.1229474778642334,0.1340000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL342967,,,229.28,0.0,2.52,7c,O=C1c2ccccc2C=[N+]([O-])C12CCCCC2,IC50,'=',27000.0,nM,4.57,,,UO_0000065,,,,,0.0,CHEMBL801983,"In vitro antioxidant activity was measured as IC50, Inhibition concentration against Liposomal peroxidation.",F,BAO_0000019,assay format,Glycine max,,,,,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL1129031,1,Scientific Literature,J Med Chem,1996,,,,,27.0,,27000.0,4.431,-0.1080525221357664,-0.0969999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL146,BUTYLATED HYDROXYTOLUENE,2.0,220.36,0.0,4.30,BHT,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=',32500.0,nM,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32500.0,4.512,-0.0270525221357669,-0.016,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
