Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Unnamed: 48,Normalized Value (nM),Log10 Value (nM),Deviation_from_mean,Deviation_from_median,Mean_log10,Median_log10,Std_log10,Anderson_stat,Anderson_critical_value_5pct,Skewness,Kurtosis,Category,Subcategory
CHEMBL5277530,,,,0.0,"2,74",,COc1cc([C@H](Cc2ccc(O)cc2)OC)cc(O)c1O,IC50,0,34200.0,nM,"4,47",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"34,2",,34200.0,4.534,-0.0050525221357666,0.0060000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5277050,,,,0.0,"3,13",,CCO[C@@H](Cc1ccc(O)cc1)c1cc(O)c(O)c(OC)c1,IC50,0,34500.0,nM,"4,46",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"34,5",,34500.0,4.538,-0.0010525221357662,0.0100000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5282570,,,,2.0,"5,8",,COc1ccc(CCc2cc(OC)c(O)c3c2C(Cc2ccc(O)cc2)c2cc(O)c(O)c(OC)c2O3)cc1,IC50,0,32400.0,nM,"4,49",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"32,4",,32400.0,4.511,-0.0280525221357663,-0.0169999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5283752,,,,1.0,"4,94",,COc1ccc(CC2C3=C(Cc4c2cc(O)c(O)c4OC)C(=O)c2cc(O)c4cc(O)ccc4c2C3=O)cc1,IC50,0,19800.0,nM,"4,7",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"19,8",,19800.0,4.297,-0.2420525221357667,-0.2309999999999998,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL5265982,,,,2.0,"6,17",,COc1ccc(CCc2cc(OC)c3c(c2)O[C@H](c2cc(O)c(O)c(OC)c2)[C@@H](c2ccc(OC)cc2)O3)cc1,IC50,0,21300.0,nM,"4,67",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"21,3",,21300.0,4.328,-0.2110525221357662,-0.1999999999999993,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL219065,NOBILIN D,,,0.0,"2,4",,COc1cc(CC(O)c2cc(OC)c(O)c(OC)c2)ccc1O,IC50,0,19900.0,nM,"4,7",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"19,9",,19900.0,4.299,-0.2400525221357661,-0.2289999999999992,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL5277683,,,,2.0,"5,8",,COc1cccc(CC2c3cc(O)c(O)c(OC)c3Oc3c(O)c(OC)cc(CCc4cccc(O)c4)c32)c1,IC50,0,21000.0,nM,"4,68",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,21,,21000.0,4.322,-0.2170525221357664,-0.2059999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL216091,,,,0.0,"3,21",,COc1cc(CCc2cc(OC)c(OC)c(OC)c2)ccc1O,IC50,0,21800.0,nM,"4,66",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"21,8",,21800.0,4.338,-0.2010525221357664,-0.1899999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL216090,,,,0.0,"2,9",,COc1cccc(CCc2cc(O)c(O)c(OC)c2)c1,IC50,0,40300.0,nM,"4,39",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"40,3",,40300.0,4.605,0.0659474778642339,0.0770000000000008,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL196,ASCORBIC ACID,4,,0.0,"-1,41",,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,0,23200.0,nM,"4,63",,,UO_0000065,,,,,0.0,CHEMBL5246104,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244253,1,,Eur J Med Chem,2020,,,,,"23,2",,23200.0,4.365,-0.1740525221357662,-0.1629999999999993,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL5275689,,,,0.0,"2,96",,CC(=O)N1CCC2(CC1)CC(=O)c1cc(C(=O)/C=C3\C(=O)Nc4ccccc43)c(O)cc1O2,IC50,0,47710.0,nM,"4,32",,,UO_0000065,,,,,0.0,CHEMBL5246550,Antioxidant activity assessed as DPPH free radical scavenging activity at 500 microg/ml,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244267,1,,Bioorg Med Chem,2020,,,,,"47,71",,47710.0,4.679,0.1399474778642337,0.1510000000000007,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5284969,,,,1.0,"4,56",,CC(C)(C)OCC(=O)CN1CCC2(CC1)CC(=O)c1cc(C(=O)/C=C3\C(=O)Nc4ccc(Br)cc43)c(O)cc1O2,IC50,0,56340.0,nM,"4,25",,,UO_0000065,,,,,0.0,CHEMBL5246550,Antioxidant activity assessed as DPPH free radical scavenging activity at 500 microg/ml,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244267,1,,Bioorg Med Chem,2020,,,,,"56,34",,56340.0,4.751,0.2119474778642338,0.2230000000000007,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL5271573,,,,1.0,"4,33",,CCOC(=O)N1CCC2(CC1)CC(=O)c1cc(C(=O)/C=C3\C(=O)Nc4ccc(Br)cc43)c(O)cc1O2,IC50,0,48470.0,nM,"4,32",,,UO_0000065,,,,,0.0,CHEMBL5246550,Antioxidant activity assessed as DPPH free radical scavenging activity at 500 microg/ml,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244267,1,,Bioorg Med Chem,2020,,,,,"48,47",,48470.0,4.685,0.1459474778642331,0.157,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL5285669,,,,1.0,"3,72",,CC(=O)N1CCC2(CC1)CC(=O)c1cc(C(=O)/C=C3\C(=O)Nc4ccc(Br)cc43)c(O)cc1O2,IC50,0,58620.0,nM,"4,23",,,UO_0000065,,,,,0.0,CHEMBL5246550,Antioxidant activity assessed as DPPH free radical scavenging activity at 500 microg/ml,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5244267,1,,Bioorg Med Chem,2020,,,,,"58,62",,58620.0,4.768,0.2289474778642333,0.2400000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL153,TROLOX,,,0.0,"2,49",,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,IC50,0,19790.0,nM,"4,7",,,UO_0000065,,,,,0.0,CHEMBL5254939,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5252566,1,,RSC Med Chem,2023,,,,,"19,79",,19790.0,4.296,-0.2430525221357662,-0.2319999999999993,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL28,APIGENIN,,,0.0,"2,58",,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,0,18200.0,nM,"4,74",,,UO_0000065,,,,,0.0,CHEMBL5254940,Antioxidant activity assessed as ABTS radical cation scavenging activity incubated for 10 mins under dark condition by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5252566,1,,RSC Med Chem,2023,,,,,"18,2",,18200.0,4.26,-0.2790525221357667,-0.2679999999999998,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL9352,NARINGENIN,,,0.0,"2,51",,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,IC50,0,24170.0,nM,"4,62",,,UO_0000065,,,,,0.0,CHEMBL5254941,Antioxidant activity assessed as oxygen scavenging activity measured every 30 sec for 5 min by UV-vis spectrophotometer analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5252566,1,,RSC Med Chem,2023,,,,,"24,17",,24170.0,4.383,-0.1560525221357664,-0.1449999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL3739761,,,,0.0,"1,21",,Cc1cc(=O)oc2c(O)c(O)cc(C(=O)O)c12,IC50,0,17490.0,nM,"4,76",,,UO_0000065,,,,,0.0,CHEMBL5260549,Antioxidant activity assessed as DPPH radical scavenging activity measured at 50 to 600 sec by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5257152,1,,RSC Med Chem,2023,,,,,"17,49",,17490.0,4.243,-0.2960525221357661,-0.2849999999999992,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL276618,4-METHYLDAPHNETIN,,,0.0,"1,51",,Cc1cc(=O)oc2c(O)c(O)ccc12,IC50,0,33460.0,nM,"4,47",,,UO_0000065,,,,,0.0,CHEMBL5260549,Antioxidant activity assessed as DPPH radical scavenging activity measured at 50 to 600 sec by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5257152,1,,RSC Med Chem,2023,,,,,"33,46",,33460.0,4.525,-0.0140525221357661,-0.0029999999999992,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL244743,ESCULETIN,,,0.0,"1,2",,O=c1ccc2cc(O)c(O)cc2o1,IC50,0,25180.0,nM,"4,6",,,UO_0000065,,,,,0.0,CHEMBL5260549,Antioxidant activity assessed as DPPH radical scavenging activity measured at 50 to 600 sec by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5257152,1,,RSC Med Chem,2023,,,,,"25,18",,25180.0,4.401,-0.1380525221357667,-0.1269999999999997,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL146,BUTYLATED HYDROXYTOLUENE,2,,0.0,"4,3",,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,0,25000.0,nM,"4,6",,,UO_0000065,,,,,0.0,CHEMBL5260654,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 5 mins by absorbance based microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5257157,1,,RSC Med Chem,2023,,,,,"0,025",,25000.0,4.398,-0.1410525221357668,-0.1299999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL145,CAFFEIC ACID,3,,0.0,"1,2",,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,0,32200.0,nM,"4,49",,,UO_0000065,,,,,0.0,CHEMBL5331937,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5331056,1,,Eur J Med Chem,2022,,,,,"32,2",,32200.0,4.508,-0.0310525221357664,-0.0199999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5410185,,,,0.0,"0,99",,COC(=O)/C=C/c1ccc(O)c(O)c1O,IC50,0,18600.0,nM,"4,73",,,UO_0000065,,,,,0.0,CHEMBL5331937,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5331056,1,,Eur J Med Chem,2022,,,,,"18,6",,18600.0,4.27,-0.2690525221357669,-0.258,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL5428383,,,,0.0,"0,99",,COC(=O)/C=C/c1cc(O)c(O)cc1O,IC50,0,53300.0,nM,"4,27",,,UO_0000065,,,,,0.0,CHEMBL5331937,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5331056,1,,Eur J Med Chem,2022,,,,,"53,3",,53300.0,4.727,0.1879474778642338,0.1990000000000007,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
CHEMBL5414573,,,,0.0,"1,41",,CC(=O)/C=C/c1ccc(O)c(O)c1O,IC50,0,16800.0,nM,"4,78",,,UO_0000065,,,,,0.0,CHEMBL5331937,Antioxidant activity assessed as DPPH radical scavenging activity measured after 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5331056,1,,Eur J Med Chem,2022,,,,,"16,8",,16800.0,4.225,-0.3140525221357668,-0.3029999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL293776,HISPIDULIN,,,0.0,"2,59",,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,IC50,0,19270.0,nM,"4,71",,,UO_0000065,,,,,0.0,CHEMBL5332056,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5331058,1,,Eur J Med Chem,2022,,,,,"19,27",,19270.0,4.285,-0.2540525221357663,-0.2429999999999994,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores altos - potencia
CHEMBL5409333,,,,1.0,"8,45",,C/C(=N\c1ccc(/N=N/c2ccccc2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,0,37290.0,nM,"4,43",,,UO_0000065,,,,,0.0,CHEMBL5345061,Antioxidant activity assessed as DPPH radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5344416,1,,Eur J Med Chem,2023,,,,,"37,29",,37290.0,4.572,0.0329474778642335,0.0440000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5409333,,,,1.0,"8,45",,C/C(=N\c1ccc(/N=N/c2ccccc2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,0,41070.0,nM,"4,39",,,UO_0000065,,,,,0.0,CHEMBL5345062,Antioxidant activity assessed as ABTS radical scavenging activity,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5344416,1,,Eur J Med Chem,2023,,,,,"41,07",,41070.0,4.614,0.0749474778642333,0.0860000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5393866,,,,0.0,"4,87",,CCCCCN1c2ccccc2Sc2cc(/C=C(\C#N)C(N)=O)ccc21,IC50,0,37320.0,nM,"4,43",,,UO_0000065,,,,,0.0,CHEMBL5345090,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5344416,1,,Eur J Med Chem,2023,,,,,"37,32",,37320.0,4.572,0.0329474778642335,0.0440000000000004,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5422865,,,,2.0,"8,14",,CCOP(=O)(OCC)C(Nc1ccc(Cl)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,33154.0,nM,"4,48",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"33,154",,33154.0,4.521,-0.0180525221357665,-0.0069999999999996,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5413480,,,,2.0,"7,19",,CCOP(=O)(OCC)C(Nc1ccccc1O)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,41223.0,nM,"4,38",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"41,223",,41223.0,4.615,0.0759474778642337,0.0870000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5426913,,,,2.0,"7,19",,CCOP(=O)(OCC)C(Nc1cccc(O)c1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,35766.0,nM,"4,45",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"35,766",,35766.0,4.553,0.0139474778642334,0.0250000000000003,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5407606,,,,2.0,"7,36",,CCOP(=O)(OCC)C(Nc1ccccc1C#N)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,39361.0,nM,"4,41",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"39,361",,39361.0,4.595,0.0559474778642332,0.0670000000000001,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5424767,,,,2.0,"8,51",,CCOP(=O)(OCC)C(Nc1ccccc1C(F)(F)F)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,36512.0,nM,"4,44",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"36,512",,36512.0,4.562,0.0229474778642337,0.0340000000000006,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5407235,,,,2.0,"7,8",,CCOP(=O)(OCC)C(Nc1ccc(C)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,39254.0,nM,"4,41",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"39,254",,39254.0,4.594,0.0549474778642338,0.0660000000000007,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango inferior medio - potencia
CHEMBL5429003,,,,2.0,"7,5",,CCOP(=O)(OCC)C(Nc1ccccc1OC)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,28789.0,nM,"4,54",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"28,789",,28789.0,4.459,-0.0800525221357668,-0.0689999999999999,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5405994,,,,2.0,"7,5",,CCOP(=O)(OCC)C(Nc1ccc(OC)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,29016.0,nM,"4,54",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"29,016",,29016.0,4.463,-0.0760525221357664,-0.0649999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5421943,,,,3.0,"7,4",,CCOP(=O)(OCC)C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,27963.0,nM,"4,55",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"27,963",,27963.0,4.447,-0.0920525221357664,-0.0809999999999995,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5433354,,,,2.0,"7,19",,CCOP(=O)(OCC)C(Nc1ccc(C(=O)O)cc1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,30092.0,nM,"4,52",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,"30,092",,30092.0,4.478,-0.0610525221357667,-0.0499999999999998,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,rango superior medio - potencia
CHEMBL5412970,,,,2.0,"7,69",,CCOP(=O)(OCC)C(Nc1ccccc1C(C)=O)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1,IC50,0,50000.0,nM,"4,3",,,UO_0000065,,,,,0.0,CHEMBL5362935,Antioxidant activity assessed as ABTS radical scavenging activity incubated for 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL5360568,1,,Eur J Med Chem,2023,,,,,50,,50000.0,4.699,0.1599474778642333,0.1710000000000002,4.5390525221357665,4.528,0.9812419040372378,186.41828432494367,0.787,0.5608116046149273,3.3519852330799704,Medio,valores bajos - potencia
