aidextid
CHEMBL3418119
CHEMBL3423601
CHEMBL3877923
CHEMBL3749641
CHEMBL3749643
CHEMBL4001979
CHEMBL4001980
CHEMBL4001981
CHEMBL2399646
CHEMBL2400306
CHEMBL905178
CHEMBL2390594
CHEMBL2399647
CHEMBL2399648
CHEMBL2400304
CHEMBL2400305
CHEMBL2400447
CHEMBL2400448
CHEMBL2400449
CHEMBL3239526
CHEMBL3239527
CHEMBL3418120
CHEMBL3418121
CHEMBL3418122
CHEMBL3423597
CHEMBL3423598
CHEMBL3423599
CHEMBL3423600
CHEMBL3423602
CHEMBL3423603
CHEMBL3877913
CHEMBL3877920
CHEMBL3877921
CHEMBL3877922
CHEMBL3635190
BindingDB_9926_2
CHEMBL891534
CHEMBL891536
CHEMBL891537
CHEMBL891538
CHEMBL891539
CHEMBL891543
CHEMBL891535
CHEMBL891540
CHEMBL891523
CHEMBL891524
CHEMBL891525
CHEMBL891526
CHEMBL891527
CHEMBL891541
CHEMBL3782199
CHEMBL3096890
CHEMBL3096891
CHEMBL3749639
CHEMBL3749640
CHEMBL3749642
CHEMBL4122952
CHEMBL2428820
CHEMBL2428821
CHEMBL2428815
CHEMBL2428816
CHEMBL2428817
CHEMBL2428818
CHEMBL2428819
CHEMBL2428814
CHEMBL2390593
CHEMBL2390579
CHEMBL2390580
CHEMBL2390597
CHEMBL2390596
CHEMBL905177
CHEMBL4001977
CHEMBL4191933
CHEMBL1286029
CHEMBL1286030
CHEMBL2399641
CHEMBL2399642
CHEMBL2399644
CHEMBL2399643
CHEMBL2399645
CHEMBL3635184
CHEMBL3635191
CHEMBL3635192
CHEMBL3635193
CHEMBL3635186
CHEMBL3742960
CHEMBL845398
CHEMBL3418135
CHEMBL3418136
CHEMBL3418137
CHEMBL3418138
CHEMBL3418139
CHEMBL3418140
CHEMBL3782198
CHEMBL3782207
CHEMBL3636251
CHEMBL3636252
CHEMBL4122947
CHEMBL4122948
CHEMBL4122949
CHEMBL4122950
CHEMBL4122951
CHEMBL3132528
CHEMBL3745235
CHEMBL3748689
CHEMBL3748690
CHEMBL4001984
CHEMBL4001982
CHEMBL4001983
CHEMBL4138506
CHEMBL3877914
CHEMBL3877915
CHEMBL3877916
CHEMBL3877917
CHEMBL3877918
CHEMBL2390581
CHEMBL2390584
CHEMBL2390599
CHEMBL2388104
CHEMBL3877919
CHEMBL1952436
CHEMBL3418123
CHEMBL3418124
CHEMBL3418125
CHEMBL3418126
CHEMBL876897
CHEMBL3583997
CHEMBL3583998
CHEMBL1175852
CHEMBL3824752
CHEMBL2157078
CHEMBL3637734
CHEMBL3635204
BindingDB_9166_1
CHEMBL1065661
CHEMBL3637733
BindingDB_5394_1
BindingDB_5395_1
BindingDB_6056_1
BindingDB_6774_1
BindingDB_7158_1
BindingDB_8343_1
BindingDB_8343_2
BindingDB_8345_1
CHEMBL3096892
CHEMBL3097079
CHEMBL3097080
CHEMBL3636250
CHEMBL4152767
CHEMBL2428813
CHEMBL2428812
CHEMBL2390598
CHEMBL3242830
CHEMBL2390583
CHEMBL2390585
CHEMBL2340701
CHEMBL2044693
CHEMBL2044694
CHEMBL1046411
CHEMBL1046422
CHEMBL3418128
CHEMBL3742961
CHEMBL3856722
CHEMBL5327079
CHEMBL1106030
CHEMBL3241757
CHEMBL3241758
CHEMBL3241759
CHEMBL3241760
CHEMBL3241761
CHEMBL3241762
CHEMBL3241763
CHEMBL3241764
CHEMBL3241765
CHEMBL3240409
CHEMBL3635187
CHEMBL3635188
CHEMBL3635189
CHEMBL3635205
CHEMBL3635206
CHEMBL1116785
CHEMBL3782200
CHEMBL3782201
CHEMBL3782204
CHEMBL3782205
CHEMBL3782206
CHEMBL3782208
CHEMBL3782209
CHEMBL3782210
CHEMBL3782211
CHEMBL3782212
CHEMBL3782213
CHEMBL3782214
CHEMBL3782215
CHEMBL4233056
BindingDB_1117_1
BindingDB_6086_2
BindingDB_6781_1
BindingDB_7860_1
BindingDB_7860_2
BindingDB_8088_1
BindingDB_10062_1
BindingDB_12392_1
BindingDB_6086_1
BindingDB_8343_3
CHEMBL4152772
CHEMBL3636249
CHEMBL3636253
CHEMBL3636254
CHEMBL3636255
CHEMBL4006808
CHEMBL4006825
CHEMBL3240614
CHEMBL4122944
CHEMBL4122945
CHEMBL4122946
CHEMBL5243284
CHEMBL5243285
CHEMBL3749636
CHEMBL3749638
CHEMBL4152773
CHEMBL4152774
CHEMBL4001978
CHEMBL2399640
CHEMBL3877910
CHEMBL3877911
CHEMBL3877912
CHEMBL3418127
CHEMBL3418129
CHEMBL3418130
CHEMBL3418131
CHEMBL3418132
CHEMBL3418133
CHEMBL3418134
CHEMBL3418141
CHEMBL3418142
CHEMBL3418143
CHEMBL3418144
CHEMBL3420856
CHEMBL797514
CHEMBL891528
CHEMBL891529
CHEMBL891530
CHEMBL891531
CHEMBL891532
CHEMBL891533
CHEMBL891542
CHEMBL3242827
CHEMBL3242828
CHEMBL3242829
mSOD1
CHEMBL3096893
CHEMBL3096894
CHEMBL3096895
CHEMBL3096896
CHEMBL3097077
CHEMBL3097078
CHEMBL3749637
CHEMBL3749644
CHEMBL3749645
CHEMBL3749646
CHEMBL3749647
CHEMBL3749648
CHEMBL3749649
CHEMBL3749650
CHEMBL3749651
CHEMBL4122941
CHEMBL4122942
CHEMBL4122943
CHEMBL4122953
CHEMBL2390582
CHEMBL2390586
CHEMBL2390587
CHEMBL2390588
CHEMBL2390589
CHEMBL2390590
CHEMBL2390591
CHEMBL2390592
CHEMBL2390595
CHEMBL653890
CHEMBL653891
CHEMBL653892
CHEMBL748986
CHEMBL748987
CHEMBL797515
CHEMBL3241766
CHEMBL3241767
CHEMBL3241768
CHEMBL3241769
CHEMBL3241770
CHEMBL3241771
CHEMBL3241772
CHEMBL3241773
CHEMBL3241931
CHEMBL3241932
CHEMBL3241933
CHEMBL3241934
CHEMBL3635185
CHEMBL3635194
CHEMBL3635195
CHEMBL3635196
CHEMBL3635197
CHEMBL3635198
CHEMBL3635199
CHEMBL3635200
CHEMBL3635201
CHEMBL3635202
CHEMBL3635203
CHEMBL3782202
CHEMBL3782203
CHEMBL3782216
CHEMBL3782217
CHEMBL3782218
CHEMBL3782219
CHEMBL3782220
CHEMBL3782221
CHEMBL3782222
CHEMBL3782223
CHEMBL3782224
CHEMBL3782225
CHEMBL3782226
CHEMBL3636256
CHEMBL3636257
CHEMBL3636258
CHEMBL3636259
CHEMBL4152768
CHEMBL4152769
CHEMBL4152770
CHEMBL4152771
BindingDB_5394_1
BindingDB_10062_1
CHEMBL3385187
CHEMBL3385188
CHEMBL3385189
CHEMBL655781
CHEMBL655782
CHEMBL656437
CHEMBL3381402
CHEMBL3385186
CHEMBL3411724
CHEMBL3411725
CHEMBL3411726
CHEMBL4147096
CHEMBL4147100
CHEMBL4147102
CHEMBL3757645
CHEMBL3757651
CHEMBL3757652
CHEMBL4184661
CHEMBL4409739
CHEMBL4147098
CHEMBL4409738
CHEMBL3399524
CHEMBL3399526
CHEMBL3411715
CHEMBL3411716
CHEMBL3411718
CHEMBL4256083
CHEMBL4256084
CHEMBL3399525
CHEMBL3411717
CHEMBL4184660
CHEMBL4348543
CHEMBL4348544
CHEMBL3637402
CHEMBL3637403
CHEMBL3637404
CHEMBL3866135
CHEMBL3866136
CHEMBL3866137
CHEMBL3866138
CHEMBL3866139
CHEMBL3866140
CHEMBL4147095
CHEMBL4147099
CHEMBL4147101
CHEMBL4361049
CHEMBL4361050
CHEMBL971905
CHEMBL4003425
CHEMBL4003426
CHEMBL4409732
CHEMBL4409734
CHEMBL1781688
CHEMBL1781689
CHEMBL3386622
CHEMBL3386623
CHEMBL3386624
CHEMBL3857895
CHEMBL4179729
CHEMBL4196291
CHEMBL4196292
CHEMBL4196293
CHEMBL4274286
CHEMBL4057093
CHEMBL4348535
CHEMBL4681248
CHEMBL3857893
CHEMBL3857894
CHEMBL4330467
CHEMBL4672510
CHEMBL2423048
CHEMBL2424417
CHEMBL2424418
CHEMBL3619986
CHEMBL3791691
CHEMBL3826561
CHEMBL3826708
CHEMBL4143574
CHEMBL4143575
CHEMBL4143576
CHEMBL4143577
CHEMBL1061461
CHEMBL1061462
CHEMBL1918528
CHEMBL4681254
CHEMBL4681255
CHEMBL1061460
CHEMBL2156536
CHEMBL2390580
CHEMBL2390593
CHEMBL2390594
CHEMBL2390596
CHEMBL2390597
CHEMBL2405989
CHEMBL2405990
CHEMBL2405991
CHEMBL2405992
CHEMBL2405993
CHEMBL2406147
CHEMBL2406148
CHEMBL2423043
CHEMBL2423044
CHEMBL2423045
CHEMBL3241007
CHEMBL3293534
CHEMBL3293535
CHEMBL3293536
CHEMBL3293537
CHEMBL3372301
CHEMBL3384880
CHEMBL3384881
CHEMBL3384882
CHEMBL3405626
CHEMBL3614211
CHEMBL3631134
CHEMBL3631135
CHEMBL3768057
CHEMBL3768068
CHEMBL3768069
CHEMBL3791692
CHEMBL3820895
CHEMBL3820896
CHEMBL3826563
CHEMBL3879586
CHEMBL4274282
CHEMBL4274287
CHEMBL4138514
CHEMBL4311889
CHEMBL4311890
CHEMBL4311891
CHEMBL4402296
CHEMBL4672891
CHEMBL4681242
CHEMBL4681243
CHEMBL2390579
CHEMBL2405988
CHEMBL3384879
CHEMBL3820891
CHEMBL4274283
CHEMBL4003412
CHEMBL4003417
CHEMBL4003418
CHEMBL4003419
CHEMBL4003420
CHEMBL4816005
CHEMBL1219023
CHEMBL1219024
CHEMBL1219025
CHEMBL3241006
CHEMBL3241008
CHEMBL3241009
CHEMBL3241010
CHEMBL3241011
CHEMBL3864951
CHEMBL3864952
CHEMBL3864953
CHEMBL3864954
CHEMBL3864955
CHEMBL3864956
CHEMBL3864957
CHEMBL3864958
CHEMBL3864961
CHEMBL3866117
CHEMBL3866118
CHEMBL3866119
CHEMBL4004183
CHEMBL4004184
CHEMBL4004185
CHEMBL4311663
CHEMBL4311664
CHEMBL4311665
CHEMBL802170
CHEMBL971906
CHEMBL983417
CHEMBL2020743
CHEMBL2020744
CHEMBL2187943
CHEMBL3293543
CHEMBL3372298
CHEMBL3412870
CHEMBL3412871
CHEMBL3412872
CHEMBL3412873
CHEMBL3412874
CHEMBL3411753
CHEMBL3411754
CHEMBL3418122
CHEMBL3610973
CHEMBL3610974
CHEMBL3806886
CHEMBL3820888
CHEMBL3820892
CHEMBL3856717
CHEMBL3856718
CHEMBL3858005
CHEMBL3858006
CHEMBL3858007
CHEMBL3858008
CHEMBL3858009
CHEMBL3858010
CHEMBL3858011
CHEMBL3858012
CHEMBL3860154
CHEMBL3860155
CHEMBL3875350
CHEMBL3875351
CHEMBL4179540
CHEMBL4180915
CHEMBL4274270
CHEMBL3995638
CHEMBL3995639
CHEMBL3995640
CHEMBL3995641
CHEMBL3995642
CHEMBL3995645
CHEMBL3995646
CHEMBL3995647
CHEMBL3995648
CHEMBL3995649
CHEMBL3995650
CHEMBL4000500
CHEMBL4000502
CHEMBL4000503
CHEMBL4001979
CHEMBL4001980
CHEMBL4001981
CHEMBL4002399
CHEMBL4004495
CHEMBL4035384
CHEMBL4035385
CHEMBL4035387
CHEMBL4035388
CHEMBL4035389
CHEMBL4035390
CHEMBL4035391
CHEMBL4035392
CHEMBL4035393
CHEMBL4035394
CHEMBL4135958
CHEMBL4135959
CHEMBL4321732
CHEMBL4390105
CHEMBL4432397
CHEMBL4432398
CHEMBL4670028
CHEMBL4712660
CHEMBL4727116
CHEMBL4727117
CHEMBL4837815
CHEMBL4837816
CHEMBL4837817
CHEMBL5240690
CHEMBL5240695
CHEMBL5354103
CHEMBL658751
CHEMBL801983
CHEMBL1931049
CHEMBL2020736
CHEMBL2020737
CHEMBL2020738
CHEMBL2148331
CHEMBL2187936
CHEMBL3412982
CHEMBL3610975
CHEMBL3796604
CHEMBL3856727
CHEMBL3856728
CHEMBL3875348
CHEMBL3875349
CHEMBL4179531
CHEMBL4179532
CHEMBL4260204
CHEMBL3995637
CHEMBL4002400
CHEMBL4011770
CHEMBL4035386
CHEMBL4321731
CHEMBL4432399
CHEMBL4623573
CHEMBL4670029
CHEMBL4670030
CHEMBL4727118
CHEMBL4727119
CHEMBL5354110
CHEMBL3412812
CHEMBL3412981
CHEMBL3619985
CHEMBL3635184
CHEMBL3635186
CHEMBL3635190
CHEMBL3635191
CHEMBL3635192
CHEMBL3635193
CHEMBL3748161
CHEMBL4179530
CHEMBL4002406
CHEMBL4011756
CHEMBL4011762
CHEMBL4011763
CHEMBL4011764
CHEMBL4140629
CHEMBL729215
CHEMBL874931
CHEMBL928545
CHEMBL928554
CHEMBL1251331
CHEMBL1251332
CHEMBL1251341
CHEMBL1251342
CHEMBL1251343
CHEMBL1251347
CHEMBL3399892
CHEMBL3602555
CHEMBL3610657
CHEMBL3610658
CHEMBL3768060
CHEMBL3768061
CHEMBL3879589
CHEMBL3995570
CHEMBL4380009
CHEMBL4380010
CHEMBL4380011
CHEMBL4380015
CHEMBL4380016
CHEMBL909431
CHEMBL855062
CHEMBL913155
CHEMBL928546
CHEMBL928547
CHEMBL928548
CHEMBL928549
CHEMBL928550
CHEMBL928551
CHEMBL928552
CHEMBL928553
CHEMBL986327
CHEMBL986328
CHEMBL1251333
CHEMBL1251334
CHEMBL1251335
CHEMBL1251336
CHEMBL1251337
CHEMBL1251338
CHEMBL1251339
CHEMBL1251340
CHEMBL1251344
CHEMBL1251345
CHEMBL1251346
CHEMBL2189045
CHEMBL2388453
CHEMBL3095777
CHEMBL3406058
CHEMBL3405467
CHEMBL3587097
CHEMBL3602333
CHEMBL3602516
CHEMBL3602517
CHEMBL3602518
CHEMBL3610655
CHEMBL3610656
CHEMBL3614208
CHEMBL3757643
CHEMBL3768052
CHEMBL3768053
CHEMBL3768058
CHEMBL3768059
CHEMBL3768062
CHEMBL3768063
CHEMBL3768064
CHEMBL3768065
CHEMBL3768066
CHEMBL3768067
CHEMBL3873864
CHEMBL3873866
CHEMBL3873868
CHEMBL3873869
CHEMBL3879588
CHEMBL3879609
CHEMBL4191938
CHEMBL4198356
CHEMBL4198357
CHEMBL4221596
CHEMBL4003228
CHEMBL4034198
CHEMBL4034199
CHEMBL4055295
CHEMBL4055296
CHEMBL4314233
CHEMBL4314259
CHEMBL4369152
CHEMBL4380007
CHEMBL4380008
CHEMBL4380012
CHEMBL4380013
CHEMBL4380014
CHEMBL4380017
CHEMBL4380018
CHEMBL4380019
CHEMBL4380020
CHEMBL4380021
CHEMBL4380022
CHEMBL4380023
CHEMBL4380024
CHEMBL4478128
CHEMBL4034181
CHEMBL710117
CHEMBL710118
CHEMBL710119
CHEMBL710120
CHEMBL710121
CHEMBL981217
CHEMBL992730
CHEMBL978464
CHEMBL1006878
CHEMBL1059275
CHEMBL1059276
CHEMBL1059277
CHEMBL1112232
CHEMBL1177569
CHEMBL1177572
CHEMBL1177577
CHEMBL1175869
CHEMBL1175870
CHEMBL1286656
CHEMBL1286659
CHEMBL2016068
CHEMBL2016069
CHEMBL2016070
CHEMBL2016071
CHEMBL2016072
CHEMBL2016073
CHEMBL2156059
CHEMBL2189038
CHEMBL2189039
CHEMBL2189043
CHEMBL2189044
CHEMBL2344591
CHEMBL2393668
CHEMBL2404841
CHEMBL2404842
CHEMBL2404859
CHEMBL2428119
CHEMBL2428120
CHEMBL2428121
CHEMBL2434154
CHEMBL2434155
CHEMBL3089057
CHEMBL3089058
CHEMBL3102450
CHEMBL3102452
CHEMBL3375260
CHEMBL3375261
CHEMBL3387974
CHEMBL3365851
CHEMBL3365852
CHEMBL3398737
CHEMBL3405468
CHEMBL3424453
CHEMBL3424454
CHEMBL3424455
CHEMBL3584000
CHEMBL3587098
CHEMBL3637395
CHEMBL3637396
CHEMBL3739241
CHEMBL3743978
CHEMBL3749639
CHEMBL3749641
CHEMBL3749642
CHEMBL3749643
CHEMBL3755057
CHEMBL3755059
CHEMBL3755999
CHEMBL3756000
CHEMBL3756001
CHEMBL3756004
CHEMBL3756005
CHEMBL3756006
CHEMBL3756007
CHEMBL3756008
CHEMBL3756011
CHEMBL3756012
CHEMBL3756210
CHEMBL3756211
CHEMBL3766772
CHEMBL3768234
CHEMBL3821640
CHEMBL3821642
CHEMBL3821657
CHEMBL3856722
CHEMBL3858465
CHEMBL3858496
CHEMBL3870543
CHEMBL3875619
CHEMBL3875620
CHEMBL3875621
CHEMBL3876750
CHEMBL3878280
CHEMBL3878285
CHEMBL4142605
CHEMBL4184592
CHEMBL4184974
CHEMBL4191467
CHEMBL4191468
CHEMBL4192805
CHEMBL4193444
CHEMBL4193449
CHEMBL4273357
CHEMBL4260205
CHEMBL4260206
CHEMBL4260207
CHEMBL4260210
CHEMBL4260211
CHEMBL4265093
CHEMBL4265097
CHEMBL4265099
CHEMBL4265112
CHEMBL4265113
CHEMBL4265115
CHEMBL4265116
CHEMBL4265117
CHEMBL4265118
CHEMBL4271548
CHEMBL3995399
CHEMBL3997008
CHEMBL3997009
CHEMBL4013244
CHEMBL4044311
CHEMBL4044312
CHEMBL4034184
CHEMBL4055292
CHEMBL4122947
CHEMBL4122948
CHEMBL4122949
CHEMBL4122950
CHEMBL4122952
CHEMBL4133601
CHEMBL4133602
CHEMBL4136835
CHEMBL4315038
CHEMBL4315051
CHEMBL4315052
CHEMBL4315057
CHEMBL4315058
CHEMBL4315060
CHEMBL4350093
CHEMBL4369153
CHEMBL4379689
CHEMBL4379984
CHEMBL4379985
CHEMBL4409812
CHEMBL4409814
CHEMBL4478135
CHEMBL4478136
CHEMBL4478137
CHEMBL4682450
CHEMBL4682451
CHEMBL4682453
CHEMBL4682454
CHEMBL4682455
CHEMBL4682456
CHEMBL4682459
CHEMBL4682460
CHEMBL4682461
CHEMBL4682462
CHEMBL4682463
CHEMBL4738039
CHEMBL4822929
CHEMBL4826772
CHEMBL4837820
CHEMBL4837821
CHEMBL4837822
CHEMBL4837823
CHEMBL4837824
CHEMBL4837827
CHEMBL4837828
